Column Name,NA,File,Corrected?,Additional Notes
"# Cases Race/Ethnicity: Black, Non-Hispanic",FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/SD/data/data.csv,,
"# Cases Race/Ethnicity: Native American, Non-Hispanic",FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Race/Ethnicity: Other,FALSE,../../../covid19-data/SD/data/data.csv,,
"# Cases Race/Ethnicity: White, Non-Hispanic",FALSE,../../../covid19-data/SD/data/data.csv,,
"% Cases Race/Ethnicity: Asian, Non-Hispanic",FALSE,../../../covid19-data/SD/data/data.csv,,
"% Cases Race/Ethnicity: Black, Non-Hispanic",FALSE,../../../covid19-data/SD/data/data.csv,,
% Cases Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/SD/data/data.csv,,
"% Cases Race/Ethnicity: Native American, Non-Hispanic",FALSE,../../../covid19-data/SD/data/data.csv,,
% Cases Race/Ethnicity: Other,FALSE,../../../covid19-data/SD/data/data.csv,,
"% Cases Race/Ethnicity: White, Non-Hispanic",FALSE,../../../covid19-data/SD/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/SD/data/data.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/SD/data/data_V1.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/SD/data/data_V1.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/SD/data/data_V1.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/SD/data/data_V1.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/SD/data/data_V1.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/SD/data/data_V1.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/SD/data/data_V1.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/SD/data/data_V1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/SD/data/data_V1.csv,,
Total Cases: Female,FALSE,../../../covid19-data/SD/data/data_V1.csv,,
Scrape Time,FALSE,../../../covid19-data/SD/data/data_V1.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Deaths Age [0-19],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Deaths Age [20-29],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Deaths Age [30-39],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Deaths Age [40-49],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Deaths Age [50-59],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Deaths Age [60-69],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Deaths Age [70-79],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
# Deaths Age [80+],FALSE,../../../covid19-data/SD/data/data_V2.csv,,
Total Cases: Male,FALSE,../../../covid19-data/SD/data/data_V2.csv,,
Total Cases: Female,FALSE,../../../covid19-data/SD/data/data_V2.csv,,
Total Deaths: Female,FALSE,../../../covid19-data/SD/data/data_V2.csv,,
Scrape Time,FALSE,../../../covid19-data/SD/data/data_V2.csv,,
Report Date,FALSE,../../../covid19-data/SouthKorea/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/SouthKorea/data/data.csv,,
Total Active Cases,FALSE,../../../covid19-data/SouthKorea/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/SouthKorea/data/data.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [0-9],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [10-19],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [20-29],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [30-39],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [40-49],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [50-59],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [60-69],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [70-79],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Cases Age [80-89],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
# Deaths Age [80+],FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
Report Date,FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
Total Cases: Female,FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
Total Deaths: Female,FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
Total Deaths: Male,FALSE,../../../covid19-data/SouthKorea/data/dataV1.csv,,
Age Category,FALSE,../../../covid19-data/SouthKoreaCensus/data/data.csv,,
Male Population,FALSE,../../../covid19-data/SouthKoreaCensus/data/data.csv,,
Female Population,FALSE,../../../covid19-data/SouthKoreaCensus/data/data.csv,,
# Cases Age [0-10],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [11-20],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [21-30],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [31-40],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [41-50],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [51-60],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [61-70],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [71-80],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [0-10],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [11-20],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [21-30],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [31-40],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [41-50],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [51-60],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [61-70],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [71-80],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [80+],FALSE,../../../covid19-data/TN/data/data.csv,,
# Deaths Age [Unknown],FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Race/Ethnicity: White,FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Race/Ethnicity: Black,FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Race/Ethnicity: Other,FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Race/Ethnicity: Asian,FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Race/Ethnicity: Unknown,FALSE,../../../covid19-data/TN/data/data.csv,,
Total Cases: Female,FALSE,../../../covid19-data/TN/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/TN/data/data.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/TN/data/data.csv,,
Total Hospitalized,FALSE,../../../covid19-data/TN/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/TN/data/data.csv,,
# Cases Age [0-10],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [11-20],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [21-30],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [31-40],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [41-50],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [51-60],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [61-70],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [71-80],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
# Cases Age [Unknown],FALSE,../../../covid19-data/TN/data/data_V1.csv,,
Total Hospitalized,FALSE,../../../covid19-data/TN/data/data_V1.csv,,
Total Deaths,FALSE,../../../covid19-data/TN/data/data_V1.csv,,
Scrape Time,FALSE,../../../covid19-data/TN/data/data_V1.csv,,
State Name,FALSE,../../../covid19-data/TX/data/data.csv,,
State,FALSE,../../../covid19-data/TX/data/data.csv,,
Report Date,FALSE,../../../covid19-data/TX/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/TX/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/TX/data/data.csv,,
Total Tested,FALSE,../../../covid19-data/TX/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/TX/data/data.csv,,
Total Cases: Female,FALSE,../../../covid19-data/TX/data/data.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [0-1],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [1-9],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [60-64],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [65-69],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [70-74],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [75-79],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Race/Ethnicity: Asian,FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Race/Ethnicity: Black,FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Race/Ethnicity: Other,FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Race/Ethnicity: Unknown,FALSE,../../../covid19-data/TX/data/data.csv,,
# Cases Race/Ethnicity: White,FALSE,../../../covid19-data/TX/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/TX/data/data.csv,,
Female Population,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 10 to 14 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 15 to 17 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 18 and 19 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 20 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 21 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 22 to 24 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 25 to 29 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 30 to 34 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 35 to 39 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 40 to 44 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 45 to 49 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 5 to 9 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 50 to 54 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 55 to 59 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 60 and 61 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 62 to 64 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 65 and 66 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 67 to 69 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 70 to 74 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 75 to 79 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 80 to 84 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: 85 years and over,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Female Population: Under 5 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 10 to 14 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 15 to 17 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 18 and 19 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 20 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 21 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 22 to 24 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 25 to 29 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 30 to 34 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 35 to 39 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 40 to 44 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 45 to 49 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 5 to 9 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 50 to 54 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 55 to 59 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 60 and 61 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 62 to 64 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 65 and 66 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 67 to 69 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 70 to 74 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 75 to 79 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 80 to 84 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: 85 years and over,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Male Population: Under 5 years,FALSE,../../../covid19-data/US_Census/data/data.csv,,
Total Population,FALSE,../../../covid19-data/US_Census/data/data.csv,,
FIPS,FALSE,../../../covid19-data/US_Census/data/data.csv,,
State Name,FALSE,../../../covid19-data/US_Census/data/data.csv,,
State Name,FALSE,../../../covid19-data/UT/data/data.csv,,
State,FALSE,../../../covid19-data/UT/data/data.csv,,
Report Date,FALSE,../../../covid19-data/UT/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/UT/data/data.csv,,
Total Tested,FALSE,../../../covid19-data/UT/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/UT/data/data.csv,,
Total Hospitalized,FALSE,../../../covid19-data/UT/data/data.csv,,
# Hospitalized Age [0-1],FALSE,../../../covid19-data/UT/data/data.csv,,
# Hospitalized Age [1-14],FALSE,../../../covid19-data/UT/data/data.csv,,
# Hospitalized Age [15-24],FALSE,../../../covid19-data/UT/data/data.csv,,
# Hospitalized Age [25-44],FALSE,../../../covid19-data/UT/data/data.csv,,
# Hospitalized Age [45-64],FALSE,../../../covid19-data/UT/data/data.csv,,
# Hospitalized Age [65-84],FALSE,../../../covid19-data/UT/data/data.csv,,
# Hospitalized Age [85+],FALSE,../../../covid19-data/UT/data/data.csv,,
Total Pending Hospitalized,FALSE,../../../covid19-data/UT/data/data.csv,,
# Pending Hospitalized Age [0-1],FALSE,../../../covid19-data/UT/data/data.csv,,
# Pending Hospitalized Age [1-14],FALSE,../../../covid19-data/UT/data/data.csv,,
# Pending Hospitalized Age [15-24],FALSE,../../../covid19-data/UT/data/data.csv,,
# Pending Hospitalized Age [24-44],FALSE,../../../covid19-data/UT/data/data.csv,,
# Pending Hospitalized Age [45-64],FALSE,../../../covid19-data/UT/data/data.csv,,
# Pending Hospitalized Age [65-84],FALSE,../../../covid19-data/UT/data/data.csv,,
# Pending Hospitalized Age [85+],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [0-1],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [1-14],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [15-24],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [25-44],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [45-64],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [65-84],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [85+],FALSE,../../../covid19-data/UT/data/data.csv,,
Total Cases: Female,FALSE,../../../covid19-data/UT/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [0-1],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [1-14],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [15-24],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [25-44],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [45-64],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [65-84],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [85+],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [0-1],TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Age [1-14],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [15-24],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [25-44],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [45-64],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [65-84],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [85+],FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Race/Ethnicity: American Indian/Alaska Native,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Race/Ethnicity: Asian,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Race/Ethnicity: Black,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Race/Ethnicity: Hispanic or Latino,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Race/Ethnicity: Native Hawaiian/Pacific Islander,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Race/Ethnicity: White,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Race/Ethnicity: Other,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Race/Ethnicity: Unknown,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Cases Race/Ethnicity: Statewide,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: American Indian/Alaska Native,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: Asian,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: Black/African American,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: Hispanic or Latino,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: Native Hawaiian/Pacific Islander,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: White,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: Other race,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: Unknown,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
# Hospitalized Race/Ethnicity: Statewide,TRUE,../../../covid19-data/UT/data/data.csv,No ,Unavailable raw data
Scrape Time,FALSE,../../../covid19-data/UT/data/data.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [Unknown],TRUE,../../../covid19-data/VA/data/data.csv,No ,Unavailable raw data
Total Cases: Female,FALSE,../../../covid19-data/VA/data/data.csv,,
Total Cases: Male,FALSE,../../../covid19-data/VA/data/data.csv,,
Total Cases: Other Sex,FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Race/Ethnicity: Black,FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Race/Ethnicity: Unknown,FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Race/Ethnicity: Other,FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Race/Ethnicity: White,FALSE,../../../covid19-data/VA/data/data.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data.csv,,
# Cases Age [0-9],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Age [10-19],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Age [20-29],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Age [30-39],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Age [40-49],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Age [50-59],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Age [60-69],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Age [70-79],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/VA/data/data_V1.csv,,
Total Cases: Female,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
Total Cases: Male,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
Total Cases: Other Sex,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Race/Ethnicity: Black,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Race/Ethnicity: Unknown,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Race/Ethnicity: Other,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
# Cases Race/Ethnicity: White,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data_V1.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data_age.csv,,
Age Category,FALSE,../../../covid19-data/VA/data/data_age.csv,,
Total Cases,FALSE,../../../covid19-data/VA/data/data_age.csv,,
Total Hospitalized,FALSE,../../../covid19-data/VA/data/data_age.csv,,
Total Deaths,FALSE,../../../covid19-data/VA/data/data_age.csv,,
Health District Name,FALSE,../../../covid19-data/VA/data/data_age.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data_age.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data_conf.csv,,
Case Status,FALSE,../../../covid19-data/VA/data/data_conf.csv,,
Total Cases,FALSE,../../../covid19-data/VA/data/data_conf.csv,,
Total Hospitalized,FALSE,../../../covid19-data/VA/data/data_conf.csv,,
Total Deaths,FALSE,../../../covid19-data/VA/data/data_conf.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data_conf.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data_dist.csv,,
Health District Name,FALSE,../../../covid19-data/VA/data/data_dist.csv,,
Total Cases,FALSE,../../../covid19-data/VA/data/data_dist.csv,,
Total Hospitalized,FALSE,../../../covid19-data/VA/data/data_dist.csv,,
Total Deaths,FALSE,../../../covid19-data/VA/data/data_dist.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data_dist.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data_ethnicity.csv,,
Health District Name,FALSE,../../../covid19-data/VA/data/data_ethnicity.csv,,
Ethnicity Category,FALSE,../../../covid19-data/VA/data/data_ethnicity.csv,,
Total Cases,FALSE,../../../covid19-data/VA/data/data_ethnicity.csv,,
Total Hospitalized,FALSE,../../../covid19-data/VA/data/data_ethnicity.csv,,
Total Deaths,FALSE,../../../covid19-data/VA/data/data_ethnicity.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data_ethnicity.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data_locality.csv,,
FIPS,FALSE,../../../covid19-data/VA/data/data_locality.csv,,
County Name,FALSE,../../../covid19-data/VA/data/data_locality.csv,,
Health District Name,FALSE,../../../covid19-data/VA/data/data_locality.csv,,
Total Cases,FALSE,../../../covid19-data/VA/data/data_locality.csv,,
Total Hospitalized,FALSE,../../../covid19-data/VA/data/data_locality.csv,,
Total Deaths,FALSE,../../../covid19-data/VA/data/data_locality.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data_locality.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data_race.csv,,
Race Category,FALSE,../../../covid19-data/VA/data/data_race.csv,,
Total Cases,FALSE,../../../covid19-data/VA/data/data_race.csv,,
Total Hospitalized,FALSE,../../../covid19-data/VA/data/data_race.csv,,
Total Deaths,FALSE,../../../covid19-data/VA/data/data_race.csv,,
Health District Name,FALSE,../../../covid19-data/VA/data/data_race.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data_race.csv,,
Report Date,FALSE,../../../covid19-data/VA/data/data_sex.csv,,
Sex Category,FALSE,../../../covid19-data/VA/data/data_sex.csv,,
Total Cases,FALSE,../../../covid19-data/VA/data/data_sex.csv,,
Total Hospitalized,FALSE,../../../covid19-data/VA/data/data_sex.csv,,
Total Deaths,FALSE,../../../covid19-data/VA/data/data_sex.csv,,
Health District Name,FALSE,../../../covid19-data/VA/data/data_sex.csv,,
Scrape Time,FALSE,../../../covid19-data/VA/data/data_sex.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/WA/data/data_state.csv,,
# Cases Age [20-39],FALSE,../../../covid19-data/WA/data/data_state.csv,,
# Cases Age [40-59],FALSE,../../../covid19-data/WA/data/data_state.csv,,
# Cases Age [60-79],FALSE,../../../covid19-data/WA/data/data_state.csv,,
