,0,File
# Hospitalized Age [60-69],False,../../../covid19-data/RI/data/data.csv
# Hospitalized Age [70-79],False,../../../covid19-data/RI/data/data.csv
# Hospitalized Age [80-89],False,../../../covid19-data/RI/data/data.csv
# Hospitalized Age [90-99],False,../../../covid19-data/RI/data/data.csv
Total Hospitalized: Female,False,../../../covid19-data/RI/data/data.csv
Total Hospitalized: Male,False,../../../covid19-data/RI/data/data.csv
Total Hospitalized: Other Sex,False,../../../covid19-data/RI/data/data.csv
Scrape Time,False,../../../covid19-data/RI/data/data.csv
# Cases Age [0-19],False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [20-29],False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [30-39],False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [40-49],False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [50-59],False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [60-69],False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [70-79],False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [80-89],False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [90+],False,../../../covid19-data/RI/data/dataV1.csv
Total Cases: Female,False,../../../covid19-data/RI/data/dataV1.csv
Total Cases: Male,False,../../../covid19-data/RI/data/dataV1.csv
Scrape Time,False,../../../covid19-data/RI/data/dataV1.csv
Report Time: Age Cases,False,../../../covid19-data/RI/data/dataV1.csv
Report Date Gender,False,../../../covid19-data/RI/data/dataV1.csv
# Cases Age [0-9],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [100+],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [10-19],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [20-29],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [30-39],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [40-49],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [50-59],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [60-69],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [70-79],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [80-89],False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [90-99],False,../../../covid19-data/RI/data/dataV2.csv
Total Cases: Female,False,../../../covid19-data/RI/data/dataV2.csv
Total Cases: Male,False,../../../covid19-data/RI/data/dataV2.csv
Scrape Time,False,../../../covid19-data/RI/data/dataV2.csv
Report Time: Age Cases,False,../../../covid19-data/RI/data/dataV2.csv
Report Date Gender,False,../../../covid19-data/RI/data/dataV2.csv
# Cases Age [0-9],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [100+],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [10-19],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [20-29],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [30-39],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [40-49],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [50-59],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [60-69],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [70-79],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [80-89],False,../../../covid19-data/RI/data/dataV3.csv
# Cases Age [90-99],False,../../../covid19-data/RI/data/dataV3.csv
Total Cases: Female,False,../../../covid19-data/RI/data/dataV3.csv
Total Cases: Male,False,../../../covid19-data/RI/data/dataV3.csv
Total Cases: Other Sex,False,../../../covid19-data/RI/data/dataV3.csv
Scrape Time,False,../../../covid19-data/RI/data/dataV3.csv
Report Time: Age Cases,False,../../../covid19-data/RI/data/dataV3.csv
Report Date Gender,False,../../../covid19-data/RI/data/dataV3.csv
Total Active Cases,False,../../../covid19-data/SD/data/data.csv
Total Hospitalized,False,../../../covid19-data/SD/data/data.csv
Total Recovered,False,../../../covid19-data/SD/data/data.csv
Total Cases: Positive,False,../../../covid19-data/SD/data/data.csv
Total Cases: Negative,False,../../../covid19-data/SD/data/data.csv
Total Ever Hospitalized,False,../../../covid19-data/SD/data/data.csv
Total Deaths,False,../../../covid19-data/SD/data/data.csv
# Cases Age [0-19],False,../../../covid19-data/SD/data/data.csv
# Deaths Age [0-19],False,../../../covid19-data/SD/data/data.csv
# Cases Age [20-29],False,../../../covid19-data/SD/data/data.csv
# Deaths Age [20-29],False,../../../covid19-data/SD/data/data.csv
# Cases Age [30-39],False,../../../covid19-data/SD/data/data.csv
# Deaths Age [30-39],False,../../../covid19-data/SD/data/data.csv
# Cases Age [40-49],False,../../../covid19-data/SD/data/data.csv
# Deaths Age [40-49],False,../../../covid19-data/SD/data/data.csv
# Cases Age [50-59],False,../../../covid19-data/SD/data/data.csv
# Deaths Age [50-59],False,../../../covid19-data/SD/data/data.csv
# Cases Age [60-69],False,../../../covid19-data/SD/data/data.csv
# Deaths Age [60-69],False,../../../covid19-data/SD/data/data.csv
# Cases Age [70-79],False,../../../covid19-data/SD/data/data.csv
# Deaths Age [70-79],False,../../../covid19-data/SD/data/data.csv
# Cases Age [80+],False,../../../covid19-data/SD/data/data.csv
# Deaths Age [80+],False,../../../covid19-data/SD/data/data.csv
Total Cases: Female,False,../../../covid19-data/SD/data/data.csv
Total Deaths: Female,False,../../../covid19-data/SD/data/data.csv
Total Cases: Male,False,../../../covid19-data/SD/data/data.csv
Total Deaths: Male,False,../../../covid19-data/SD/data/data.csv
"# Cases Race/Ethnicity: Asian, Non-Hispanic",False,../../../covid19-data/SD/data/data.csv
"% Cases Race/Ethnicity: Asian, Non-Hispanic",False,../../../covid19-data/SD/data/data.csv
"# Cases Race/Ethnicity: Black, Non-Hispanic",False,../../../covid19-data/SD/data/data.csv
"% Cases Race/Ethnicity: Black, Non-Hispanic",False,../../../covid19-data/SD/data/data.csv
# Cases Race/Ethnicity: Hispanic,False,../../../covid19-data/SD/data/data.csv
% Cases Race/Ethnicity: Hispanic,False,../../../covid19-data/SD/data/data.csv
"# Cases Race/Ethnicity: Native American, Non-Hispanic",False,../../../covid19-data/SD/data/data.csv
"% Cases Race/Ethnicity: Native American, Non-Hispanic",False,../../../covid19-data/SD/data/data.csv
# Cases Race/Ethnicity: Other,False,../../../covid19-data/SD/data/data.csv
% Cases Race/Ethnicity: Other,False,../../../covid19-data/SD/data/data.csv
"# Cases Race/Ethnicity: White, Non-Hispanic",False,../../../covid19-data/SD/data/data.csv
"% Cases Race/Ethnicity: White, Non-Hispanic",False,../../../covid19-data/SD/data/data.csv
Scrape Time,False,../../../covid19-data/SD/data/data.csv
# Cases Age [0-19],False,../../../covid19-data/SD/data/data_V1.csv
# Cases Age [20-29],False,../../../covid19-data/SD/data/data_V1.csv
# Cases Age [30-39],False,../../../covid19-data/SD/data/data_V1.csv
# Cases Age [40-49],False,../../../covid19-data/SD/data/data_V1.csv
# Cases Age [50-59],False,../../../covid19-data/SD/data/data_V1.csv
# Cases Age [60-69],False,../../../covid19-data/SD/data/data_V1.csv
# Cases Age [70-79],False,../../../covid19-data/SD/data/data_V1.csv
# Cases Age [80+],False,../../../covid19-data/SD/data/data_V1.csv
Total Cases: Male,False,../../../covid19-data/SD/data/data_V1.csv
Total Cases: Female,False,../../../covid19-data/SD/data/data_V1.csv
Scrape Time,False,../../../covid19-data/SD/data/data_V1.csv
# Cases Age [0-19],False,../../../covid19-data/SD/data/data_V2.csv
# Cases Age [20-29],False,../../../covid19-data/SD/data/data_V2.csv
# Cases Age [30-39],False,../../../covid19-data/SD/data/data_V2.csv
# Cases Age [40-49],False,../../../covid19-data/SD/data/data_V2.csv
# Cases Age [50-59],False,../../../covid19-data/SD/data/data_V2.csv
# Cases Age [60-69],False,../../../covid19-data/SD/data/data_V2.csv
# Cases Age [70-79],False,../../../covid19-data/SD/data/data_V2.csv
# Cases Age [80+],False,../../../covid19-data/SD/data/data_V2.csv
# Deaths Age [0-19],False,../../../covid19-data/SD/data/data_V2.csv
# Deaths Age [20-29],False,../../../covid19-data/SD/data/data_V2.csv
# Deaths Age [30-39],False,../../../covid19-data/SD/data/data_V2.csv
# Deaths Age [40-49],False,../../../covid19-data/SD/data/data_V2.csv
# Deaths Age [50-59],False,../../../covid19-data/SD/data/data_V2.csv
# Deaths Age [60-69],False,../../../covid19-data/SD/data/data_V2.csv
# Deaths Age [70-79],False,../../../covid19-data/SD/data/data_V2.csv
# Deaths Age [80+],False,../../../covid19-data/SD/data/data_V2.csv
Total Cases: Male,False,../../../covid19-data/SD/data/data_V2.csv
Total Cases: Female,False,../../../covid19-data/SD/data/data_V2.csv
Total Deaths: Female,False,../../../covid19-data/SD/data/data_V2.csv
Scrape Time,False,../../../covid19-data/SD/data/data_V2.csv
Total Active Cases,False,../../../covid19-data/SD/data/data_V3.csv
Total Hospitalized,False,../../../covid19-data/SD/data/data_V3.csv
Total Recovered,False,../../../covid19-data/SD/data/data_V3.csv
Total Cases: Positive,False,../../../covid19-data/SD/data/data_V3.csv
Total Cases: Negative,False,../../../covid19-data/SD/data/data_V3.csv
Total Ever Hospitalized,False,../../../covid19-data/SD/data/data_V3.csv
Total Deaths,False,../../../covid19-data/SD/data/data_V3.csv
# Cases Age [0-19],False,../../../covid19-data/SD/data/data_V3.csv
# Cases Age [20-29],False,../../../covid19-data/SD/data/data_V3.csv
# Cases Age [30-39],False,../../../covid19-data/SD/data/data_V3.csv
# Cases Age [40-49],False,../../../covid19-data/SD/data/data_V3.csv
# Cases Age [50-59],False,../../../covid19-data/SD/data/data_V3.csv
# Cases Age [60-69],False,../../../covid19-data/SD/data/data_V3.csv
# Cases Age [70-79],False,../../../covid19-data/SD/data/data_V3.csv
# Cases Age [80+],False,../../../covid19-data/SD/data/data_V3.csv
# Deaths Age [0-19],False,../../../covid19-data/SD/data/data_V3.csv
# Deaths Age [20-29],False,../../../covid19-data/SD/data/data_V3.csv
# Deaths Age [30-39],False,../../../covid19-data/SD/data/data_V3.csv
# Deaths Age [40-49],False,../../../covid19-data/SD/data/data_V3.csv
# Deaths Age [50-59],False,../../../covid19-data/SD/data/data_V3.csv
# Deaths Age [60-69],False,../../../covid19-data/SD/data/data_V3.csv
# Deaths Age [70-79],False,../../../covid19-data/SD/data/data_V3.csv
# Deaths Age [80+],False,../../../covid19-data/SD/data/data_V3.csv
Total Cases: Female,False,../../../covid19-data/SD/data/data_V3.csv
Total Cases: Male,False,../../../covid19-data/SD/data/data_V3.csv
Total Deaths: Female,False,../../../covid19-data/SD/data/data_V3.csv
Total Deaths: Male,False,../../../covid19-data/SD/data/data_V3.csv
"# Cases Race/Ethnicity: Asian, Non-Hispanic",False,../../../covid19-data/SD/data/data_V3.csv
"# Cases Race/Ethnicity: Black, Non-Hispanic",False,../../../covid19-data/SD/data/data_V3.csv
# Cases Race/Ethnicity: Hispanic,False,../../../covid19-data/SD/data/data_V3.csv
"# Cases Race/Ethnicity: Native American, Non-Hispanic",False,../../../covid19-data/SD/data/data_V3.csv
# Cases Race/Ethnicity: Other,False,../../../covid19-data/SD/data/data_V3.csv
"# Cases Race/Ethnicity: White, Non-Hispanic",False,../../../covid19-data/SD/data/data_V3.csv
"% Cases Race/Ethnicity: Asian, Non-Hispanic",False,../../../covid19-data/SD/data/data_V3.csv
"% Cases Race/Ethnicity: Black, Non-Hispanic",False,../../../covid19-data/SD/data/data_V3.csv
% Cases Race/Ethnicity: Hispanic,False,../../../covid19-data/SD/data/data_V3.csv
"% Cases Race/Ethnicity: Native American, Non-Hispanic",False,../../../covid19-data/SD/data/data_V3.csv
% Cases Race/Ethnicity: Other,False,../../../covid19-data/SD/data/data_V3.csv
"% Cases Race/Ethnicity: White, Non-Hispanic",False,../../../covid19-data/SD/data/data_V3.csv
Scrape Time,False,../../../covid19-data/SD/data/data_V3.csv
Report Date,False,../../../covid19-data/SouthKorea/data/data.csv
Total Cases,False,../../../covid19-data/SouthKorea/data/data.csv
Total Active Cases,False,../../../covid19-data/SouthKorea/data/data.csv
Total Deaths,False,../../../covid19-data/SouthKorea/data/data.csv
# Cases Age [0-9],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [0-9],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [10-19],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [10-19],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [20-29],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [20-29],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [30-39],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [30-39],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [40-49],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [40-49],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [50-59],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [50-59],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [60-69],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [60-69],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [70-79],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [70-79],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [80-89],False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Deaths Age [80+],False,../../../covid19-data/SouthKorea/data/dataV1.csv
Report Date,False,../../../covid19-data/SouthKorea/data/dataV1.csv
Total Cases: Female,False,../../../covid19-data/SouthKorea/data/dataV1.csv
Total Deaths: Female,False,../../../covid19-data/SouthKorea/data/dataV1.csv
Total Cases: Male,False,../../../covid19-data/SouthKorea/data/dataV1.csv
Total Deaths: Male,False,../../../covid19-data/SouthKorea/data/dataV1.csv
# Cases Age [0-10],False,../../../covid19-data/TN/data/data.csv
# Cases Age [11-20],False,../../../covid19-data/TN/data/data.csv
# Cases Age [21-30],False,../../../covid19-data/TN/data/data.csv
# Cases Age [31-40],False,../../../covid19-data/TN/data/data.csv
# Cases Age [41-50],False,../../../covid19-data/TN/data/data.csv
# Cases Age [51-60],False,../../../covid19-data/TN/data/data.csv
# Cases Age [61-70],False,../../../covid19-data/TN/data/data.csv
# Cases Age [71-80],False,../../../covid19-data/TN/data/data.csv
# Cases Age [80+],False,../../../covid19-data/TN/data/data.csv
# Cases Age [Unknown],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [0-10],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [11-20],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [21-30],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [31-40],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [41-50],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [51-60],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [61-70],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [71-80],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [80+],False,../../../covid19-data/TN/data/data.csv
# Deaths Age [Unknown],False,../../../covid19-data/TN/data/data.csv
# Cases Race/Ethnicity: White,False,../../../covid19-data/TN/data/data.csv
# Cases Race/Ethnicity: Black,False,../../../covid19-data/TN/data/data.csv
# Cases Race/Ethnicity: Other,False,../../../covid19-data/TN/data/data.csv
# Cases Race/Ethnicity: Asian,False,../../../covid19-data/TN/data/data.csv
# Cases Race/Ethnicity: Unknown,False,../../../covid19-data/TN/data/data.csv
Total Cases: Female,False,../../../covid19-data/TN/data/data.csv
Total Cases: Male,False,../../../covid19-data/TN/data/data.csv
Total Cases: Unknown Sex,False,../../../covid19-data/TN/data/data.csv
Total Hospitalized,False,../../../covid19-data/TN/data/data.csv
Scrape Time,False,../../../covid19-data/TN/data/data.csv
# Cases Age [0-10],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [11-20],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [21-30],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [31-40],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [41-50],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [51-60],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [61-70],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [71-80],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [80+],False,../../../covid19-data/TN/data/data_V1.csv
# Cases Age [Unknown],False,../../../covid19-data/TN/data/data_V1.csv
Total Hospitalized,False,../../../covid19-data/TN/data/data_V1.csv
Total Deaths,False,../../../covid19-data/TN/data/data_V1.csv
Scrape Time,False,../../../covid19-data/TN/data/data_V1.csv
State Name,False,../../../covid19-data/TX/data/data.csv
State,False,../../../covid19-data/TX/data/data.csv
Report Date,False,../../../covid19-data/TX/data/data.csv
Total Cases,False,../../../covid19-data/TX/data/data.csv
Total Deaths,False,../../../covid19-data/TX/data/data.csv
Total Tested,False,../../../covid19-data/TX/data/data.csv
Total Cases: Male,True,../../../covid19-data/TX/data/data.csv
Total Cases: Female,True,../../../covid19-data/TX/data/data.csv
Total Cases: Unknown Sex,True,../../../covid19-data/TX/data/data.csv
# Cases Age [0-1],True,../../../covid19-data/TX/data/data.csv
# Cases Age [1-9],True,../../../covid19-data/TX/data/data.csv
# Cases Age [10-19],True,../../../covid19-data/TX/data/data.csv
# Cases Age [20-29],True,../../../covid19-data/TX/data/data.csv
# Cases Age [30-39],True,../../../covid19-data/TX/data/data.csv
# Cases Age [40-49],True,../../../covid19-data/TX/data/data.csv
# Cases Age [50-59],True,../../../covid19-data/TX/data/data.csv
# Cases Age [60-64],True,../../../covid19-data/TX/data/data.csv
# Cases Age [65-69],True,../../../covid19-data/TX/data/data.csv
# Cases Age [70-74],True,../../../covid19-data/TX/data/data.csv
# Cases Age [75-79],True,../../../covid19-data/TX/data/data.csv
# Cases Age [80+],True,../../../covid19-data/TX/data/data.csv
# Cases Race/Ethnicity: Asian,True,../../../covid19-data/TX/data/data.csv
# Cases Race/Ethnicity: Black,True,../../../covid19-data/TX/data/data.csv
# Cases Race/Ethnicity: Hispanic,True,../../../covid19-data/TX/data/data.csv
# Cases Race/Ethnicity: Other,True,../../../covid19-data/TX/data/data.csv
# Cases Race/Ethnicity: Unknown,True,../../../covid19-data/TX/data/data.csv
# Cases Race/Ethnicity: White,True,../../../covid19-data/TX/data/data.csv
Scrape Time,False,../../../covid19-data/TX/data/data.csv
Total Deaths: Female,True,../../../covid19-data/TX/data/data.csv
Total Deaths: Male,True,../../../covid19-data/TX/data/data.csv
Total Deaths: Unknown,True,../../../covid19-data/TX/data/data.csv
# Cases Age [Unknown],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [0-1],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [1-9],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [10-19],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [20-29],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [30-39],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [40-49],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [50-59],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [60-64],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [65-69],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [70-74],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [75-79],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [80+],True,../../../covid19-data/TX/data/data.csv
# Deaths Age [Unknown],True,../../../covid19-data/TX/data/data.csv
# Deaths Race/Ethnicity: Asian,True,../../../covid19-data/TX/data/data.csv
# Deaths Race/Ethnicity: Black,True,../../../covid19-data/TX/data/data.csv
# Deaths Race/Ethnicity: Hispanic,True,../../../covid19-data/TX/data/data.csv
# Deaths Race/Ethnicity: Other,True,../../../covid19-data/TX/data/data.csv
# Deaths Race/Ethnicity: White,True,../../../covid19-data/TX/data/data.csv
# Deaths Race/Ethnicity: Unknown,True,../../../covid19-data/TX/data/data.csv
State Name,False,../../../covid19-data/UT/data/data.csv
State,False,../../../covid19-data/UT/data/data.csv
Report Date,False,../../../covid19-data/UT/data/data.csv
Total Cases,False,../../../covid19-data/UT/data/data.csv
Total Tested,False,../../../covid19-data/UT/data/data.csv
Total Deaths,False,../../../covid19-data/UT/data/data.csv
Total Hospitalized,False,../../../covid19-data/UT/data/data.csv
# Hospitalized Age [0-1],False,../../../covid19-data/UT/data/data.csv
# Hospitalized Age [1-14],False,../../../covid19-data/UT/data/data.csv
# Hospitalized Age [15-24],False,../../../covid19-data/UT/data/data.csv
# Hospitalized Age [25-44],False,../../../covid19-data/UT/data/data.csv
# Hospitalized Age [45-64],False,../../../covid19-data/UT/data/data.csv
# Hospitalized Age [65-84],False,../../../covid19-data/UT/data/data.csv
# Hospitalized Age [85+],False,../../../covid19-data/UT/data/data.csv
Total Pending Hospitalized,False,../../../covid19-data/UT/data/data.csv
# Pending Hospitalized Age [0-1],False,../../../covid19-data/UT/data/data.csv
# Pending Hospitalized Age [1-14],False,../../../covid19-data/UT/data/data.csv
# Pending Hospitalized Age [15-24],False,../../../covid19-data/UT/data/data.csv
# Pending Hospitalized Age [24-44],False,../../../covid19-data/UT/data/data.csv
# Pending Hospitalized Age [45-64],False,../../../covid19-data/UT/data/data.csv
# Pending Hospitalized Age [65-84],False,../../../covid19-data/UT/data/data.csv
# Pending Hospitalized Age [85+],False,../../../covid19-data/UT/data/data.csv
# Cases Age [0-1],False,../../../covid19-data/UT/data/data.csv
# Cases Age [1-14],False,../../../covid19-data/UT/data/data.csv
# Cases Age [15-24],False,../../../covid19-data/UT/data/data.csv
# Cases Age [25-44],False,../../../covid19-data/UT/data/data.csv
# Cases Age [45-64],False,../../../covid19-data/UT/data/data.csv
# Cases Age [65-84],False,../../../covid19-data/UT/data/data.csv
# Cases Age [85+],False,../../../covid19-data/UT/data/data.csv
Total Cases: Female,False,../../../covid19-data/UT/data/data.csv
Total Cases: Male,False,../../../covid19-data/UT/data/data.csv
# Cases Age [0-1],False,../../../covid19-data/UT/data/data.csv
# Cases Age [1-14],False,../../../covid19-data/UT/data/data.csv
# Cases Age [15-24],False,../../../covid19-data/UT/data/data.csv
# Cases Age [25-44],False,../../../covid19-data/UT/data/data.csv
# Cases Age [45-64],False,../../../covid19-data/UT/data/data.csv
# Cases Age [65-84],False,../../../covid19-data/UT/data/data.csv
# Cases Age [85+],False,../../../covid19-data/UT/data/data.csv
# Cases Age [0-1],True,../../../covid19-data/UT/data/data.csv
# Cases Age [1-14],False,../../../covid19-data/UT/data/data.csv
# Cases Age [15-24],False,../../../covid19-data/UT/data/data.csv
# Cases Age [25-44],False,../../../covid19-data/UT/data/data.csv
# Cases Age [45-64],False,../../../covid19-data/UT/data/data.csv
# Cases Age [65-84],False,../../../covid19-data/UT/data/data.csv
# Cases Age [85+],False,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: American Indian/Alaska Native,True,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: Asian,True,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: Black,True,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: Hispanic or Latino,True,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: Native Hawaiian/Pacific Islander,True,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: White,True,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: Other,True,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: Unknown,True,../../../covid19-data/UT/data/data.csv
# Cases Race/Ethnicity: Statewide,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: American Indian/Alaska Native,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: Asian,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: Black/African American,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: Hispanic or Latino,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: Native Hawaiian/Pacific Islander,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: White,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: Other race,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: Unknown,True,../../../covid19-data/UT/data/data.csv
# Hospitalized Race/Ethnicity: Statewide,True,../../../covid19-data/UT/data/data.csv
Scrape Time,False,../../../covid19-data/UT/data/data.csv
# Cases Age [0-9],False,../../../covid19-data/VA/data/data.csv
# Cases Age [10-19],False,../../../covid19-data/VA/data/data.csv
# Cases Age [20-29],False,../../../covid19-data/VA/data/data.csv
# Cases Age [30-39],False,../../../covid19-data/VA/data/data.csv
# Cases Age [40-49],False,../../../covid19-data/VA/data/data.csv
# Cases Age [50-59],False,../../../covid19-data/VA/data/data.csv
# Cases Age [60-69],False,../../../covid19-data/VA/data/data.csv
# Cases Age [70-79],False,../../../covid19-data/VA/data/data.csv
# Cases Age [80+],False,../../../covid19-data/VA/data/data.csv
# Cases Age [Unknown],True,../../../covid19-data/VA/data/data.csv
Total Cases: Female,False,../../../covid19-data/VA/data/data.csv
Total Cases: Male,False,../../../covid19-data/VA/data/data.csv
Total Cases: Other Sex,False,../../../covid19-data/VA/data/data.csv
# Cases Race/Ethnicity: Black,False,../../../covid19-data/VA/data/data.csv
# Cases Race/Ethnicity: Unknown,False,../../../covid19-data/VA/data/data.csv
# Cases Race/Ethnicity: Other,False,../../../covid19-data/VA/data/data.csv
# Cases Race/Ethnicity: White,False,../../../covid19-data/VA/data/data.csv
Report Date,False,../../../covid19-data/VA/data/data.csv
Scrape Time,False,../../../covid19-data/VA/data/data.csv
# Cases Age [0-9],False,../../../covid19-data/VA/data/data_V1.csv
# Cases Age [10-19],False,../../../covid19-data/VA/data/data_V1.csv
# Cases Age [20-29],False,../../../covid19-data/VA/data/data_V1.csv
# Cases Age [30-39],False,../../../covid19-data/VA/data/data_V1.csv
# Cases Age [40-49],False,../../../covid19-data/VA/data/data_V1.csv
# Cases Age [50-59],False,../../../covid19-data/VA/data/data_V1.csv
# Cases Age [60-69],False,../../../covid19-data/VA/data/data_V1.csv
# Cases Age [70-79],False,../../../covid19-data/VA/data/data_V1.csv
# Cases Age [80+],False,../../../covid19-data/VA/data/data_V1.csv
Total Cases: Female,False,../../../covid19-data/VA/data/data_V1.csv
Total Cases: Male,False,../../../covid19-data/VA/data/data_V1.csv
Total Cases: Other Sex,False,../../../covid19-data/VA/data/data_V1.csv
# Cases Race/Ethnicity: Black,False,../../../covid19-data/VA/data/data_V1.csv
# Cases Race/Ethnicity: Unknown,False,../../../covid19-data/VA/data/data_V1.csv
# Cases Race/Ethnicity: Other,False,../../../covid19-data/VA/data/data_V1.csv
# Cases Race/Ethnicity: White,False,../../../covid19-data/VA/data/data_V1.csv
Report Date,False,../../../covid19-data/VA/data/data_V1.csv
Scrape Time,False,../../../covid19-data/VA/data/data_V1.csv
Report Date,False,../../../covid19-data/VA/data/data_age.csv
Age Category,False,../../../covid19-data/VA/data/data_age.csv
Total Cases,False,../../../covid19-data/VA/data/data_age.csv
Total Hospitalized,False,../../../covid19-data/VA/data/data_age.csv
Total Deaths,False,../../../covid19-data/VA/data/data_age.csv
Health District Name,False,../../../covid19-data/VA/data/data_age.csv
Scrape Time,False,../../../covid19-data/VA/data/data_age.csv
Report Date,False,../../../covid19-data/VA/data/data_conf.csv
Case Status,False,../../../covid19-data/VA/data/data_conf.csv
Total Cases,False,../../../covid19-data/VA/data/data_conf.csv
Total Hospitalized,False,../../../covid19-data/VA/data/data_conf.csv
Total Deaths,False,../../../covid19-data/VA/data/data_conf.csv
Scrape Time,False,../../../covid19-data/VA/data/data_conf.csv
