NAMELABEL,ALLFIPS,LAST_UPDATE,Total,F_0_9,M_0_9,T_0_9,F_10_19,M_10_19,T_10_19,F_20_29,M_20_29,T_20_29,F_30_39,M_30_39,T_30_39,F_40_49,M_40_49,T_40_49,F_50_59,M_50_59,T_50_59,F_60_69,M_60_69,T_60_69,F_70_79,M_70_79,T_70_79,F_80_89,M_80_89,T_80_89,F_90_99,M_90_99,T_90_99,F_100,M_100,T_100,Notes,Scrape_Time
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,19:03.0
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:03.0
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",19:32.3
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,19:32.3
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",19:32.3
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,19:32.3
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,19:32.3
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,19:32.3
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,19:32.3
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,19:32.3
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,19:32.3
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,19:32.3
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,19:32.3
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,19:32.3
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19:32.3
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",37:37.2
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,37:37.2
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",37:37.2
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,37:37.2
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,37:37.2
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,37:37.2
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,37:37.2
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,37:37.2
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,37:37.2
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,37:37.2
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,37:37.2
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,37:37.2
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37:37.2
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",38:44.3
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,38:44.3
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",38:44.3
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,38:44.3
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,38:44.3
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,38:44.3
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,38:44.3
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,38:44.3
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,38:44.3
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,38:44.3
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,38:44.3
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,38:44.3
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38:44.3
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",06:17.5
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,06:17.5
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",06:17.5
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,06:17.5
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,06:17.5
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,06:17.5
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,06:17.5
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,06:17.5
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,06:17.5
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,06:17.5
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,06:17.5
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,06:17.5
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:17.5
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",06:30.4
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,06:30.4
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",06:30.4
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,06:30.4
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,06:30.4
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,06:30.4
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,06:30.4
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,06:30.4
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,06:30.4
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,06:30.4
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,06:30.4
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Roosevelt,30085,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,06:30.4
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Glacier,30035,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:30.4
Gallatin,30031,2/6/19 19:00,109,0,1,1,2,1,3,15,11,26,11,11,22,10,7,17,5,9,14,8,14,22,2,0,2,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",06:48.1
Yellowstone,30111,10/14/16 20:00,38,0,0,0,0,2,2,6,6,12,1,3,4,2,3,5,4,4,8,3,1,4,0,0,0,1,2,3,0,0,0,0,0,0,,06:48.1
Flathead,30029,2/6/19 19:00,23,0,0,0,0,0,0,4,2,6,2,3,5,3,1,4,2,2,4,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",06:48.1
Missoula,30063,2/6/19 19:00,19,0,0,0,0,0,0,4,2,6,2,2,4,1,1,2,0,4,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Toole,30101,12/30/09 19:00,15,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,1,1,2,0,0,0,1,1,2,2,0,2,2,0,2,0,0,0,,06:48.1
Lewis and Clark,30049,2/6/19 19:00,14,0,0,0,0,1,1,0,0,0,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,,06:48.1
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,06:48.1
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,06:48.1
Madison,30057,2/6/19 19:00,6,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,06:48.1
Park,30067,2/6/19 19:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Lincoln,30053,12/30/09 19:00,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,06:48.1
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,06:48.1
Lake,30047,2/6/19 19:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,06:48.1
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Ravalli,30081,12/30/09 19:00,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
Carbon,30009,10/14/16 20:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,06:48.1
