county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Siskiyou,118.0,0.0,9,0,08/27/20
Madera,3465.0,53.0,7,0,08/27/20
Tehama,398.0,1.0,2,0,08/27/20
Sutter,1296.0,8.0,21,0,08/27/20
Napa,1397.0,13.0,15,0,08/27/20
Los Angeles,237103.0,5701.0,1604,38,08/27/20
Sacramento,16875.0,265.0,167,6,08/27/20
Merced,7765.0,114.0,45,2,08/27/20
Kings,5759.0,72.0,39,0,08/27/20
Kern,28635.0,256.0,128,5,08/27/20
Riverside,51306.0,997.0,168,13,08/27/20
Unassigned,2.0,0.0,1,0,08/27/20
Contra Costa,13379.0,173.0,131,1,08/27/20
Del Norte,107.0,1.0,21,0,08/27/20
San Bernardino,46345.0,715.0,505,6,08/27/20
Stanislaus,14080.0,245.0,116,5,08/27/20
Humboldt,358.0,4.0,1,0,08/27/20
Plumas,39.0,0.0,0,0,08/27/20
Amador,233.0,14.0,4,0,08/27/20
Imperial,9608.0,286.0,155,3,08/27/20
Yolo,2293.0,51.0,14,2,08/27/20
Santa Clara,16696.0,245.0,201,5,08/28/20
San Mateo,7783.0,131.0,55,1,08/28/20
Santa Barbara,8001.0,91.0,67,0,08/28/20
Tuolumne,176.0,2.0,2,0,08/28/20
Sierra,6.0,0.0,0,0,08/28/20
Placer,2891.0,32.0,22,0,08/28/20
San Luis Obispo,2849.0,21.0,41,0,08/28/20
Solano,5219.0,46.0,52,0,08/28/20
Monterey,7591.0,55.0,90,2,08/28/20
Yuba,810.0,6.0,3,0,08/28/20
San Francisco,9135.0,83.0,121,1,08/28/20
Orange,46696.0,956.0,247,9,08/28/20
Mono,145.0,2.0,0,0,08/28/20
Calaveras,207.0,2.0,3,0,08/28/20
Alpine,2.0,0.0,0,0,08/28/20
Nevada,438.0,5.0,3,0,08/28/20
Butte,1886.0,23.0,83,2,08/28/20
Santa Cruz,1747.0,7.0,13,0,08/28/20
Mendocino,588.0,17.0,7,0,08/28/20
Fresno,24612.0,263.0,245,24,08/28/20
Inyo,160.0,13.0,3,0,08/28/20
San Joaquin,17114.0,307.0,125,2,08/28/20
Ventura,10606.0,115.0,123,5,08/28/20
Trinity,11.0,0.0,0,0,08/28/20
Mariposa,67.0,2.0,0,0,08/28/20
El Dorado,949.0,2.0,7,0,08/28/20
Sonoma,5425.0,78.0,68,3,08/28/20
Shasta,516.0,12.0,4,0,08/28/20
Lassen,704.0,0.0,1,0,08/28/20
Colusa,441.0,6.0,3,0,08/28/20
Lake,320.0,3.0,6,0,08/28/20
Modoc,6.0,0.0,1,0,08/28/20
Tulare,13776.0,232.0,110,3,08/28/20
San Benito,1016.0,7.0,29,0,08/28/20
Alameda,17729.0,247.0,145,3,08/28/20
Marin,5991.0,94.0,62,0,08/28/20
San Diego,37786.0,676.0,285,3,08/28/20
Out Of Country,0.0,0.0,0,0,08/28/20
Glenn,429.0,3.0,0,0,08/28/20
Siskiyou,119.0,0.0,1,0,08/28/20
Madera,3552.0,54.0,87,1,08/28/20
Tehama,410.0,1.0,12,0,08/28/20
Sutter,1308.0,10.0,12,2,08/28/20
Napa,1403.0,13.0,6,0,08/28/20
Los Angeles,238544.0,5732.0,1441,31,08/28/20
Sacramento,17119.0,274.0,244,9,08/28/20
Merced,7803.0,115.0,38,1,08/28/20
Kings,5829.0,72.0,70,0,08/28/20
Kern,28744.0,273.0,109,17,08/28/20
Riverside,51510.0,1007.0,204,10,08/28/20
Unassigned,2.0,0.0,0,0,08/28/20
Contra Costa,13522.0,173.0,143,0,08/28/20
Del Norte,107.0,1.0,0,0,08/28/20
San Bernardino,46553.0,716.0,208,1,08/28/20
Stanislaus,14176.0,253.0,96,8,08/28/20
Humboldt,362.0,4.0,4,0,08/28/20
Plumas,39.0,0.0,0,0,08/28/20
Amador,234.0,14.0,1,0,08/28/20
Imperial,9656.0,287.0,48,1,08/28/20
Yolo,2323.0,51.0,30,0,08/28/20
Santa Clara,16898.0,244.0,202,-1,08/29/20
San Mateo,7928.0,131.0,145,0,08/29/20
Santa Barbara,8052.0,92.0,51,1,08/29/20
Tuolumne,178.0,2.0,2,0,08/29/20
Sierra,6.0,0.0,0,0,08/29/20
Placer,2935.0,32.0,44,0,08/29/20
San Luis Obispo,2917.0,21.0,68,0,08/29/20
Solano,5303.0,46.0,84,0,08/29/20
Monterey,7680.0,55.0,89,0,08/29/20
Yuba,822.0,6.0,12,0,08/29/20
San Francisco,9291.0,83.0,156,0,08/29/20
Orange,47007.0,975.0,311,19,08/29/20
Mono,145.0,2.0,0,0,08/29/20
Calaveras,211.0,2.0,4,0,08/29/20
Alpine,2.0,0.0,0,0,08/29/20
Nevada,442.0,5.0,4,0,08/29/20
Butte,1948.0,23.0,62,0,08/29/20
Santa Cruz,1746.0,7.0,-1,0,08/29/20
Mendocino,596.0,17.0,8,0,08/29/20
Fresno,24821.0,263.0,209,0,08/29/20
Inyo,160.0,13.0,0,0,08/29/20
San Joaquin,17493.0,307.0,379,0,08/29/20
Ventura,10705.0,115.0,99,0,08/29/20
Trinity,11.0,0.0,0,0,08/29/20
Mariposa,69.0,2.0,2,0,08/29/20
El Dorado,958.0,2.0,9,0,08/29/20
Sonoma,5537.0,78.0,112,0,08/29/20
Shasta,522.0,12.0,6,0,08/29/20
Lassen,706.0,0.0,2,0,08/29/20
Colusa,440.0,6.0,-1,0,08/29/20
Lake,329.0,4.0,9,1,08/29/20
Modoc,9.0,0.0,3,0,08/29/20
Tulare,13890.0,232.0,114,0,08/29/20
San Benito,1045.0,8.0,29,1,08/29/20
Alameda,17888.0,247.0,159,0,08/29/20
Marin,6007.0,95.0,16,1,08/29/20
San Diego,38049.0,679.0,263,3,08/29/20
Out Of Country,0.0,0.0,0,0,08/29/20
Glenn,437.0,3.0,8,0,08/29/20
Siskiyou,121.0,0.0,2,0,08/29/20
Madera,3605.0,54.0,53,0,08/29/20
Tehama,417.0,1.0,7,0,08/29/20
Sutter,1333.0,10.0,25,0,08/29/20
Napa,1413.0,13.0,10,0,08/29/20
Los Angeles,239815.0,5759.0,1271,27,08/29/20
Sacramento,17588.0,274.0,469,0,08/29/20
Merced,7867.0,115.0,64,0,08/29/20
Kings,5906.0,72.0,77,0,08/29/20
Kern,28947.0,286.0,203,13,08/29/20
Riverside,51918.0,1007.0,408,0,08/29/20
Unassigned,1.0,0.0,-1,0,08/29/20
Contra Costa,13663.0,173.0,141,0,08/29/20
Del Norte,108.0,1.0,1,0,08/29/20
San Bernardino,46849.0,716.0,296,0,08/29/20
Stanislaus,14479.0,253.0,303,0,08/29/20
Humboldt,363.0,4.0,1,0,08/29/20
Plumas,39.0,0.0,0,0,08/29/20
Amador,239.0,14.0,5,0,08/29/20
Imperial,9698.0,293.0,42,6,08/29/20
Yolo,2357.0,51.0,34,0,08/29/20
Santa Clara,17045.0,244.0,147,0,08/30/20
San Mateo,8013.0,131.0,85,0,08/30/20
Santa Barbara,8088.0,92.0,36,0,08/30/20
Tuolumne,178.0,2.0,0,0,08/30/20
Sierra,6.0,0.0,0,0,08/30/20
Placer,2961.0,32.0,26,0,08/30/20
San Luis Obispo,2934.0,21.0,17,0,08/30/20
Solano,5303.0,46.0,0,0,08/30/20
Monterey,7816.0,56.0,136,1,08/30/20
Yuba,832.0,6.0,10,0,08/30/20
San Francisco,9294.0,83.0,3,0,08/30/20
Orange,47283.0,979.0,276,4,08/30/20
Mono,145.0,2.0,0,0,08/30/20
Calaveras,211.0,2.0,0,0,08/30/20
Alpine,2.0,0.0,0,0,08/30/20
Nevada,445.0,5.0,3,0,08/30/20
Butte,1988.0,23.0,40,0,08/30/20
Santa Cruz,1743.0,7.0,-3,0,08/30/20
Mendocino,611.0,17.0,15,0,08/30/20
Fresno,24963.0,263.0,142,0,08/30/20
Inyo,160.0,13.0,0,0,08/30/20
San Joaquin,17637.0,307.0,144,0,08/30/20
Ventura,10775.0,115.0,70,0,08/30/20
Trinity,13.0,0.0,2,0,08/30/20
Mariposa,69.0,2.0,0,0,08/30/20
El Dorado,962.0,2.0,4,0,08/30/20
Sonoma,5590.0,78.0,53,0,08/30/20
Shasta,525.0,12.0,3,0,08/30/20
Lassen,706.0,0.0,0,0,08/30/20
Colusa,440.0,6.0,0,0,08/30/20
Lake,334.0,4.0,5,0,08/30/20
Modoc,10.0,0.0,1,0,08/30/20
Tulare,13985.0,232.0,95,0,08/30/20
San Benito,1071.0,8.0,26,0,08/30/20
Alameda,18099.0,252.0,211,5,08/30/20
Marin,6060.0,95.0,53,0,08/30/20
San Diego,38302.0,682.0,253,3,08/30/20
Out Of Country,0.0,0.0,0,0,08/30/20
Glenn,437.0,3.0,0,0,08/30/20
Siskiyou,125.0,0.0,4,0,08/30/20
Madera,3626.0,54.0,21,0,08/30/20
Tehama,419.0,1.0,2,0,08/30/20
Sutter,1351.0,10.0,18,0,08/30/20
Napa,1423.0,13.0,10,0,08/30/20
Los Angeles,240775.0,5769.0,960,10,08/30/20
Sacramento,17751.0,274.0,163,0,08/30/20
Merced,7960.0,115.0,93,0,08/30/20
Kings,6000.0,72.0,94,0,08/30/20
Kern,28987.0,286.0,40,0,08/30/20
Riverside,52227.0,1007.0,309,0,08/30/20
Unassigned,1.0,0.0,0,0,08/30/20
Contra Costa,13780.0,175.0,117,2,08/30/20
Del Norte,108.0,1.0,0,0,08/30/20
San Bernardino,47201.0,716.0,352,0,08/30/20
Stanislaus,14580.0,255.0,101,2,08/30/20
Humboldt,362.0,4.0,-1,0,08/30/20
Plumas,39.0,0.0,0,0,08/30/20
Amador,240.0,14.0,1,0,08/30/20
Imperial,9703.0,293.0,5,0,08/30/20
Yolo,2391.0,52.0,34,1,08/30/20
Santa Clara,17211.0,244.0,166,0,08/31/20
San Mateo,8065.0,131.0,52,0,08/31/20
Santa Barbara,8124.0,93.0,36,1,08/31/20
Tuolumne,178.0,2.0,0,0,08/31/20
Sierra,6.0,0.0,0,0,08/31/20
Placer,2989.0,33.0,28,1,08/31/20
San Luis Obispo,2951.0,20.0,17,-1,08/31/20
Solano,5302.0,47.0,-1,1,08/31/20
Monterey,7839.0,58.0,23,2,08/31/20
Yuba,830.0,6.0,-2,0,08/31/20
San Francisco,9293.0,83.0,-1,0,08/31/20
Orange,47392.0,980.0,109,1,08/31/20
Mono,145.0,2.0,0,0,08/31/20
Calaveras,212.0,2.0,1,0,08/31/20
Alpine,2.0,0.0,0,0,08/31/20
Nevada,447.0,5.0,2,0,08/31/20
Butte,2069.0,23.0,81,0,08/31/20
Santa Cruz,1742.0,7.0,-1,0,08/31/20
Mendocino,618.0,17.0,7,0,08/31/20
Fresno,25185.0,263.0,222,0,08/31/20
Inyo,160.0,13.0,0,0,08/31/20
San Joaquin,17807.0,328.0,170,21,08/31/20
Ventura,10866.0,116.0,91,1,08/31/20
Trinity,13.0,0.0,0,0,08/31/20
Mariposa,69.0,2.0,0,0,08/31/20
El Dorado,965.0,2.0,3,0,08/31/20
Sonoma,5650.0,80.0,60,2,08/31/20
Shasta,528.0,12.0,3,0,08/31/20
Lassen,706.0,0.0,0,0,08/31/20
Colusa,443.0,6.0,3,0,08/31/20
Lake,341.0,4.0,7,0,08/31/20
Modoc,10.0,0.0,0,0,08/31/20
Tulare,13985.0,232.0,0,0,08/31/20
San Benito,1080.0,8.0,9,0,08/31/20
Alameda,18148.0,257.0,49,5,08/31/20
Marin,6074.0,96.0,14,1,08/31/20
San Diego,38606.0,682.0,304,0,08/31/20
Out Of Country,0.0,0.0,0,0,08/31/20
Glenn,437.0,3.0,0,0,08/31/20
Siskiyou,127.0,0.0,2,0,08/31/20
Madera,3662.0,54.0,36,0,08/31/20
Tehama,421.0,1.0,2,0,08/31/20
Sutter,1365.0,10.0,14,0,08/31/20
Napa,1434.0,13.0,11,0,08/31/20
Los Angeles,241793.0,5784.0,1018,15,08/31/20
Sacramento,17999.0,293.0,248,19,08/31/20
Merced,7991.0,117.0,31,2,08/31/20
Kings,6037.0,72.0,37,0,08/31/20
Kern,29067.0,286.0,80,0,08/31/20
Riverside,52508.0,1019.0,281,12,08/31/20
Unassigned,2.0,0.0,1,0,08/31/20
Contra Costa,13902.0,175.0,122,0,08/31/20
Del Norte,108.0,1.0,0,0,08/31/20
San Bernardino,47370.0,716.0,169,0,08/31/20
Stanislaus,14685.0,258.0,105,3,08/31/20
Humboldt,374.0,4.0,12,0,08/31/20
Plumas,39.0,0.0,0,0,08/31/20
Amador,243.0,13.0,3,-1,08/31/20
Imperial,9759.0,293.0,56,0,08/31/20
Yolo,2423.0,52.0,32,0,08/31/20
Santa Clara,17319.0,248.0,108,4,09/01/20
San Mateo,8132.0,132.0,67,1,09/01/20
Santa Barbara,8142.0,95.0,18,2,09/01/20
Tuolumne,183.0,2.0,5,0,09/01/20
Sierra,6.0,0.0,0,0,09/01/20
Placer,3013.0,33.0,24,0,09/01/20
San Luis Obispo,2970.0,20.0,19,0,09/01/20
Solano,5438.0,47.0,136,0,09/01/20
Monterey,7926.0,58.0,87,0,09/01/20
Yuba,841.0,6.0,11,0,09/01/20
San Francisco,9492.0,83.0,199,0,09/01/20
Orange,47671.0,988.0,279,8,09/01/20
Mono,145.0,2.0,0,0,09/01/20
Calaveras,228.0,2.0,16,0,09/01/20
Alpine,2.0,0.0,0,0,09/01/20
Nevada,450.0,5.0,3,0,09/01/20
Butte,2146.0,23.0,77,0,09/01/20
Santa Cruz,1752.0,7.0,10,0,09/01/20
Mendocino,626.0,17.0,8,0,09/01/20
Fresno,25542.0,290.0,357,27,09/01/20
Inyo,171.0,14.0,11,1,09/01/20
San Joaquin,17915.0,330.0,108,2,09/01/20
Ventura,10899.0,116.0,33,0,09/01/20
Trinity,13.0,0.0,0,0,09/01/20
Mariposa,72.0,2.0,3,0,09/01/20
El Dorado,972.0,2.0,7,0,09/01/20
Sonoma,5733.0,80.0,83,0,09/01/20
Shasta,527.0,12.0,-1,0,09/01/20
Lassen,706.0,0.0,0,0,09/01/20
Colusa,454.0,6.0,11,0,09/01/20
Lake,341.0,5.0,0,1,09/01/20
Modoc,10.0,0.0,0,0,09/01/20
Tulare,14156.0,234.0,171,2,09/01/20
San Benito,1089.0,8.0,9,0,09/01/20
Alameda,18382.0,257.0,234,0,09/01/20
Marin,6102.0,96.0,28,0,09/01/20
San Diego,38873.0,688.0,267,6,09/01/20
Out Of Country,0.0,0.0,0,0,09/01/20
Glenn,449.0,3.0,12,0,09/01/20
Siskiyou,128.0,0.0,1,0,09/01/20
Madera,3703.0,55.0,41,1,09/01/20
Tehama,422.0,1.0,1,0,09/01/20
Sutter,1389.0,10.0,24,0,09/01/20
Napa,1446.0,13.0,12,0,09/01/20
Los Angeles,242633.0,5829.0,840,45,09/01/20
Sacramento,18217.0,293.0,218,0,09/01/20
Merced,8046.0,118.0,55,1,09/01/20
Kings,6088.0,72.0,51,0,09/01/20
Kern,29162.0,292.0,95,6,09/01/20
Riverside,52785.0,1026.0,277,7,09/01/20
Unassigned,1.0,0.0,-1,0,09/01/20
Contra Costa,13998.0,179.0,96,4,09/01/20
Del Norte,108.0,1.0,0,0,09/01/20
San Bernardino,47371.0,736.0,1,20,09/01/20
Stanislaus,14784.0,262.0,99,4,09/01/20
Humboldt,378.0,4.0,4,0,09/01/20
Plumas,39.0,0.0,0,0,09/01/20
Amador,244.0,15.0,1,2,09/01/20
Imperial,9782.0,294.0,23,1,09/01/20
Yolo,2440.0,52.0,17,0,09/01/20
Santa Clara,17673.0,250.0,354,2,09/02/20
San Mateo,8148.0,132.0,16,0,09/02/20
Santa Barbara,8206.0,97.0,64,2,09/02/20
Tuolumne,190.0,2.0,7,0,09/02/20
Sierra,6.0,0.0,0,0,09/02/20
Placer,3047.0,34.0,34,1,09/02/20
San Luis Obispo,3002.0,20.0,32,0,09/02/20
Solano,5463.0,47.0,25,0,09/02/20
Monterey,8070.0,58.0,144,0,09/02/20
Yuba,856.0,6.0,15,0,09/02/20
San Francisco,9587.0,84.0,95,1,09/02/20
Orange,47871.0,1007.0,200,19,09/02/20
Mono,145.0,2.0,0,0,09/02/20
Calaveras,235.0,2.0,7,0,09/02/20
Alpine,2.0,0.0,0,0,09/02/20
Nevada,452.0,5.0,2,0,09/02/20
Butte,2241.0,23.0,95,0,09/02/20
Santa Cruz,1850.0,7.0,98,0,09/02/20
Mendocino,636.0,17.0,10,0,09/02/20
Fresno,25785.0,290.0,243,0,09/02/20
Inyo,171.0,14.0,0,0,09/02/20
San Joaquin,18194.0,344.0,279,14,09/02/20
Ventura,11031.0,116.0,132,0,09/02/20
Trinity,13.0,0.0,0,0,09/02/20
Mariposa,71.0,2.0,-1,0,09/02/20
El Dorado,975.0,2.0,3,0,09/02/20
Sonoma,5846.0,83.0,113,3,09/02/20
Shasta,531.0,12.0,4,0,09/02/20
Lassen,706.0,0.0,0,0,09/02/20
Colusa,460.0,6.0,6,0,09/02/20
Lake,342.0,5.0,1,0,09/02/20
Modoc,11.0,0.0,1,0,09/02/20
Tulare,14298.0,240.0,142,6,09/02/20
San Benito,1107.0,8.0,18,0,09/02/20
Alameda,18522.0,274.0,140,17,09/02/20
Marin,6131.0,96.0,29,0,09/02/20
San Diego,39123.0,695.0,250,7,09/02/20
Out Of Country,0.0,0.0,0,0,09/02/20
Glenn,457.0,3.0,8,0,09/02/20
Siskiyou,127.0,0.0,-1,0,09/02/20
Madera,3735.0,55.0,32,0,09/02/20
Tehama,429.0,1.0,7,0,09/02/20
Sutter,1401.0,10.0,12,0,09/02/20
Napa,1454.0,13.0,8,0,09/02/20
Los Angeles,243999.0,5878.0,1366,49,09/02/20
Sacramento,18355.0,304.0,138,11,09/02/20
Merced,8097.0,119.0,51,1,09/02/20
Kings,6142.0,74.0,54,2,09/02/20
Kern,29288.0,296.0,126,4,09/02/20
Riverside,52923.0,1033.0,138,7,09/02/20
Unassigned,1.0,0.0,0,0,09/02/20
Contra Costa,14097.0,183.0,99,4,09/02/20
Del Norte,109.0,1.0,1,0,09/02/20
San Bernardino,47766.0,743.0,395,7,09/02/20
Stanislaus,14854.0,267.0,70,5,09/02/20
Humboldt,381.0,4.0,3,0,09/02/20
Plumas,39.0,0.0,0,0,09/02/20
Amador,245.0,15.0,1,0,09/02/20
Imperial,9832.0,296.0,50,2,09/02/20
Yolo,2449.0,52.0,9,0,09/02/20
Santa Clara,17879.0,253.0,206,3,09/03/20
San Mateo,8211.0,132.0,63,0,09/03/20
Santa Barbara,8277.0,97.0,71,0,09/03/20
Tuolumne,193.0,2.0,3,0,09/03/20
Sierra,6.0,0.0,0,0,09/03/20
Placer,3069.0,34.0,22,0,09/03/20
San Luis Obispo,3023.0,20.0,21,0,09/03/20
Solano,5499.0,47.0,36,0,09/03/20
Monterey,8128.0,58.0,58,0,09/03/20
Yuba,867.0,6.0,11,0,09/03/20
San Francisco,9636.0,84.0,49,0,09/03/20
Orange,48226.0,1018.0,355,11,09/03/20
Mono,144.0,2.0,-1,0,09/03/20
Calaveras,238.0,2.0,3,0,09/03/20
Alpine,2.0,0.0,0,0,09/03/20
Nevada,453.0,5.0,1,0,09/03/20
Butte,2274.0,23.0,33,0,09/03/20
Santa Cruz,1870.0,7.0,20,0,09/03/20
Mendocino,638.0,17.0,2,0,09/03/20
Fresno,25978.0,290.0,193,0,09/03/20
Inyo,171.0,14.0,0,0,09/03/20
San Joaquin,18331.0,361.0,137,17,09/03/20
Ventura,11109.0,116.0,78,0,09/03/20
Trinity,13.0,0.0,0,0,09/03/20
Mariposa,71.0,2.0,0,0,09/03/20
El Dorado,983.0,2.0,8,0,09/03/20
Sonoma,5997.0,89.0,151,6,09/03/20
Shasta,535.0,12.0,4,0,09/03/20
Lassen,707.0,0.0,1,0,09/03/20
Colusa,464.0,6.0,4,0,09/03/20
Lake,347.0,5.0,5,0,09/03/20
Modoc,14.0,0.0,3,0,09/03/20
Tulare,14408.0,243.0,110,3,09/03/20
San Benito,1121.0,8.0,14,0,09/03/20
Alameda,18687.0,295.0,165,21,09/03/20
Marin,6175.0,96.0,44,0,09/03/20
San Diego,39448.0,700.0,325,5,09/03/20
Out Of Country,0.0,0.0,0,0,09/03/20
Glenn,460.0,3.0,3,0,09/03/20
Siskiyou,128.0,0.0,1,0,09/03/20
Madera,3780.0,57.0,45,2,09/03/20
Tehama,436.0,1.0,7,0,09/03/20
Sutter,1412.0,10.0,11,0,09/03/20
Napa,1466.0,13.0,12,0,09/03/20
Los Angeles,245026.0,5932.0,1027,54,09/03/20
Sacramento,18553.0,317.0,198,13,09/03/20
Merced,8136.0,120.0,39,1,09/03/20
Kings,6200.0,75.0,58,1,09/03/20
Kern,29426.0,294.0,138,-2,09/03/20
Riverside,53341.0,1053.0,418,20,09/03/20
Unassigned,1.0,0.0,0,0,09/03/20
Contra Costa,14206.0,183.0,109,0,09/03/20
Del Norte,109.0,1.0,0,0,09/03/20
San Bernardino,48165.0,744.0,399,1,09/03/20
Stanislaus,14985.0,273.0,131,6,09/03/20
Humboldt,390.0,4.0,9,0,09/03/20
Plumas,39.0,0.0,0,0,09/03/20
Amador,274.0,15.0,29,0,09/03/20
Imperial,10083.0,296.0,251,0,09/03/20
Yolo,2475.0,53.0,26,1,09/03/20
Santa Clara,18074.0,254.0,195,1,09/04/20
San Mateo,8275.0,135.0,64,3,09/04/20
Santa Barbara,8340.0,97.0,63,0,09/04/20
Tuolumne,193.0,2.0,0,0,09/04/20
Sierra,6.0,0.0,0,0,09/04/20
Placer,3101.0,35.0,32,1,09/04/20
San Luis Obispo,3049.0,22.0,26,2,09/04/20
Solano,5552.0,48.0,53,1,09/04/20
Monterey,8208.0,58.0,80,0,09/04/20
Yuba,884.0,6.0,17,0,09/04/20
San Francisco,9694.0,84.0,58,0,09/04/20
Orange,48488.0,1042.0,262,24,09/04/20
Mono,145.0,2.0,1,0,09/04/20
Calaveras,237.0,2.0,-1,0,09/04/20
Alpine,2.0,0.0,0,0,09/04/20
Nevada,455.0,5.0,2,0,09/04/20
Butte,2325.0,23.0,51,0,09/04/20
Santa Cruz,1896.0,7.0,26,0,09/04/20
Mendocino,646.0,17.0,8,0,09/04/20
Fresno,26147.0,312.0,169,22,09/04/20
Inyo,169.0,13.0,-2,-1,09/04/20
San Joaquin,18438.0,368.0,107,7,09/04/20
Ventura,11171.0,118.0,62,2,09/04/20
Trinity,13.0,0.0,0,0,09/04/20
Mariposa,72.0,2.0,1,0,09/04/20
El Dorado,992.0,2.0,9,0,09/04/20
Sonoma,6050.0,93.0,53,4,09/04/20
Shasta,536.0,12.0,1,0,09/04/20
Lassen,708.0,0.0,1,0,09/04/20
Colusa,467.0,6.0,3,0,09/04/20
Lake,347.0,5.0,0,0,09/04/20
Modoc,15.0,0.0,1,0,09/04/20
Tulare,14501.0,243.0,93,0,09/04/20
San Benito,1137.0,8.0,16,0,09/04/20
Alameda,18843.0,296.0,156,1,09/04/20
Marin,6251.0,96.0,76,0,09/04/20
San Diego,39901.0,701.0,453,1,09/04/20
Out Of Country,0.0,0.0,0,0,09/04/20
Glenn,463.0,3.0,3,0,09/04/20
Siskiyou,129.0,0.0,1,0,09/04/20
Madera,3838.0,58.0,58,1,09/04/20
Tehama,442.0,1.0,6,0,09/04/20
Sutter,1425.0,10.0,13,0,09/04/20
Napa,1475.0,13.0,9,0,09/04/20
Los Angeles,246396.0,5977.0,1370,45,09/04/20
Sacramento,18765.0,327.0,212,10,09/04/20
Merced,8214.0,120.0,78,0,09/04/20
Kings,6259.0,76.0,59,1,09/04/20
Kern,29526.0,296.0,100,2,09/04/20
Riverside,53606.0,1067.0,265,14,09/04/20
Unassigned,1.0,0.0,0,0,09/04/20
Contra Costa,14355.0,186.0,149,3,09/04/20
Del Norte,109.0,1.0,0,0,09/04/20
San Bernardino,48497.0,744.0,332,0,09/04/20
Stanislaus,15074.0,282.0,89,9,09/04/20
Humboldt,390.0,4.0,0,0,09/04/20
Plumas,42.0,0.0,3,0,09/04/20
Amador,274.0,15.0,0,0,09/04/20
Imperial,10136.0,296.0,53,0,09/04/20
Yolo,2495.0,53.0,20,0,09/04/20
Santa Clara,18311.0,257.0,237,3,09/05/20
San Mateo,8352.0,135.0,77,0,09/05/20
Santa Barbara,8404.0,97.0,64,0,09/05/20
Tuolumne,194.0,2.0,1,0,09/05/20
Sierra,6.0,0.0,0,0,09/05/20
Placer,3141.0,35.0,40,0,09/05/20
San Luis Obispo,3083.0,22.0,34,0,09/05/20
Solano,5579.0,48.0,27,0,09/05/20
Monterey,8301.0,58.0,93,0,09/05/20
Yuba,902.0,6.0,18,0,09/05/20
San Francisco,9812.0,86.0,118,2,09/05/20
Orange,48726.0,1051.0,238,9,09/05/20
Mono,145.0,2.0,0,0,09/05/20
Calaveras,237.0,2.0,0,0,09/05/20
Alpine,2.0,0.0,0,0,09/05/20
Nevada,461.0,5.0,6,0,09/05/20
Butte,2406.0,23.0,81,0,09/05/20
Santa Cruz,1904.0,7.0,8,0,09/05/20
Mendocino,658.0,17.0,12,0,09/05/20
Fresno,26325.0,312.0,178,0,09/05/20
Inyo,169.0,13.0,0,0,09/05/20
San Joaquin,18557.0,368.0,119,0,09/05/20
Ventura,11254.0,118.0,83,0,09/05/20
Trinity,13.0,0.0,0,0,09/05/20
Mariposa,72.0,2.0,0,0,09/05/20
El Dorado,1007.0,2.0,15,0,09/05/20
Sonoma,6149.0,93.0,99,0,09/05/20
Shasta,544.0,12.0,8,0,09/05/20
Lassen,709.0,0.0,1,0,09/05/20
Colusa,472.0,6.0,5,0,09/05/20
Lake,359.0,5.0,12,0,09/05/20
Modoc,19.0,0.0,4,0,09/05/20
Tulare,14576.0,243.0,75,0,09/05/20
San Benito,1153.0,9.0,16,1,09/05/20
Alameda,18973.0,299.0,130,3,09/05/20
Marin,6259.0,96.0,8,0,09/05/20
San Diego,40344.0,704.0,443,3,09/05/20
Out Of Country,0.0,0.0,0,0,09/05/20
Glenn,474.0,3.0,11,0,09/05/20
Siskiyou,131.0,0.0,2,0,09/05/20
Madera,3851.0,58.0,13,0,09/05/20
Tehama,447.0,1.0,5,0,09/05/20
Sutter,1445.0,10.0,20,0,09/05/20
Napa,1484.0,13.0,9,0,09/05/20
Los Angeles,247572.0,6000.0,1176,23,09/05/20
Sacramento,18955.0,327.0,190,0,09/05/20
Merced,8297.0,120.0,83,0,09/05/20
Kings,6518.0,76.0,259,0,09/05/20
Kern,29645.0,296.0,119,0,09/05/20
Riverside,53780.0,1067.0,174,0,09/05/20
Unassigned,1.0,0.0,0,0,09/05/20
Contra Costa,14456.0,186.0,101,0,09/05/20
Del Norte,109.0,1.0,0,0,09/05/20
San Bernardino,48800.0,765.0,303,21,09/05/20
Stanislaus,15198.0,282.0,124,0,09/05/20
Humboldt,402.0,4.0,12,0,09/05/20
Plumas,42.0,0.0,0,0,09/05/20
Amador,274.0,16.0,0,1,09/05/20
Imperial,10151.0,296.0,15,0,09/05/20
Yolo,2534.0,53.0,39,0,09/05/20
Santa Clara,18495.0,260.0,184,3,09/06/20
San Mateo,8387.0,135.0,35,0,09/06/20
Santa Barbara,8434.0,97.0,30,0,09/06/20
Tuolumne,194.0,2.0,0,0,09/06/20
Sierra,6.0,0.0,0,0,09/06/20
Placer,3169.0,36.0,28,1,09/06/20
San Luis Obispo,3101.0,22.0,18,0,09/06/20
Solano,5619.0,48.0,40,0,09/06/20
Monterey,8403.0,58.0,102,0,09/06/20
Yuba,913.0,6.0,11,0,09/06/20
San Francisco,9813.0,86.0,1,0,09/06/20
Orange,48931.0,1053.0,205,2,09/06/20
Mono,145.0,2.0,0,0,09/06/20
Calaveras,235.0,2.0,-2,0,09/06/20
Alpine,2.0,0.0,0,0,09/06/20
Nevada,467.0,5.0,6,0,09/06/20
Butte,2446.0,23.0,40,0,09/06/20
Santa Cruz,1902.0,7.0,-2,0,09/06/20
