county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Humboldt,07/03/20,1.0,0.0,1.0,352.0,1.0,0.0,2.0
Sutter,07/03/20,0.0,0.0,0.0,14.0,0.0,0.0,nan
Riverside,07/03/20,472.0,99.0,571.0,4103.0,121.0,11.0,107.0
Nevada,07/03/20,4.0,1.0,5.0,96.0,2.0,1.0,7.0
San Francisco,07/03/20,70.0,15.0,85.0,2647.0,27.0,2.0,107.0
Solano,07/03/20,38.0,9.0,47.0,707.0,14.0,1.0,35.0
San Benito,07/03/20,1.0,0.0,1.0,25.0,0.0,0.0,0.0
San Luis Obispo,07/03/20,8.0,3.0,11.0,476.0,4.0,0.0,39.0
Orange,07/03/20,594.0,150.0,744.0,7401.0,193.0,24.0,320.0
Yolo,07/03/20,7.0,2.0,9.0,186.0,1.0,1.0,1.0
El Dorado,07/03/20,3.0,1.0,4.0,235.0,2.0,1.0,8.0
Yuba,07/03/20,9.0,1.0,10.0,445.0,3.0,0.0,17.0
Trinity,07/03/20,0.0,0.0,0.0,54.0,0.0,0.0,nan
Colusa,07/03/20,0.0,0.0,0.0,88.0,0.0,0.0,6.0
San Bernardino,07/03/20,451.0,88.0,539.0,4834.0,155.0,14.0,87.0
Inyo,07/03/20,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Kings,07/03/20,39.0,1.0,40.0,199.0,7.0,1.0,0.0
Tulare,07/03/20,75.0,3.0,78.0,835.0,12.0,0.0,25.0
Shasta,07/03/20,8.0,1.0,9.0,667.0,2.0,0.0,7.0
Tehama,07/03/20,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Mono,07/03/20,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Siskiyou,07/03/20,0.0,0.0,0.0,65.0,0.0,0.0,2.0
Modoc,07/03/20,0.0,0.0,0.0,41.0,0.0,0.0,nan
Lassen,07/03/20,1.0,0.0,1.0,65.0,0.0,0.0,nan
Plumas,07/03/20,0.0,0.0,0.0,45.0,0.0,0.0,nan
Butte,07/03/20,7.0,2.0,9.0,428.0,4.0,0.0,6.0
San Mateo,07/03/20,56.0,4.0,60.0,1119.0,17.0,0.0,57.0
Glenn,07/03/20,0.0,1.0,1.0,47.0,0.0,0.0,nan
Kern,07/03/20,189.0,14.0,203.0,1832.0,67.0,0.0,80.0
Del Norte,07/03/20,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Calaveras,07/03/20,0.0,0.0,0.0,50.0,0.0,0.0,12.0
Lake,07/03/20,3.0,0.0,3.0,110.0,1.0,0.0,2.0
Sonoma,07/03/20,15.0,3.0,18.0,862.0,3.0,1.0,48.0
San Diego,07/03/20,367.0,68.0,435.0,6316.0,148.0,9.0,318.0
Monterey,07/03/20,35.0,1.0,36.0,845.0,8.0,0.0,85.0
Santa Clara,07/03/20,84.0,16.0,100.0,3438.0,36.0,2.0,171.0
Ventura,07/03/20,85.0,38.0,123.0,1549.0,26.0,5.0,56.0
Colusa,07/04/20,0.0,0.0,0.0,88.0,0.0,0.0,6.0
San Francisco,07/04/20,68.0,14.0,82.0,2647.0,26.0,1.0,102.0
Fresno,07/04/20,139.0,23.0,162.0,2094.0,38.0,0.0,78.0
Tulare,07/04/20,78.0,2.0,80.0,835.0,11.0,0.0,17.0
Marin,07/04/20,29.0,1.0,30.0,392.0,8.0,0.0,9.0
Humboldt,07/04/20,1.0,0.0,1.0,352.0,1.0,0.0,2.0
Stanislaus,07/04/20,147.0,75.0,222.0,1367.0,40.0,4.0,85.0
El Dorado,07/04/20,2.0,2.0,4.0,235.0,2.0,2.0,7.0
Yuba,07/04/20,10.0,2.0,12.0,445.0,5.0,1.0,13.0
Inyo,07/04/20,0.0,0.0,0.0,42.0,0.0,0.0,4.0
Sutter,07/04/20,0.0,0.0,0.0,14.0,0.0,0.0,nan
Madera,07/04/20,15.0,12.0,27.0,528.0,2.0,0.0,21.0
Orange,07/04/20,624.0,148.0,772.0,7401.0,197.0,18.0,403.0
Santa Barbara,07/04/20,69.0,7.0,76.0,763.0,21.0,3.0,73.0
Mendocino,07/04/20,0.0,1.0,1.0,180.0,0.0,0.0,2.0
Santa Clara,07/04/20,83.0,18.0,101.0,3438.0,36.0,2.0,186.0
Sonoma,07/04/20,18.0,8.0,26.0,862.0,5.0,1.0,51.0
Modoc,07/04/20,0.0,0.0,0.0,41.0,0.0,0.0,nan
Tehama,07/04/20,0.0,0.0,0.0,106.0,0.0,0.0,0.0
San Diego,07/04/20,372.0,73.0,445.0,6267.0,156.0,11.0,344.0
Monterey,07/04/20,38.0,1.0,39.0,845.0,8.0,0.0,88.0
Trinity,07/04/20,0.0,0.0,0.0,54.0,0.0,0.0,nan
Kern,07/04/20,204.0,16.0,220.0,1832.0,67.0,0.0,80.0
Butte,07/04/20,8.0,0.0,8.0,408.0,5.0,0.0,4.0
San Luis Obispo,07/04/20,8.0,4.0,12.0,476.0,4.0,1.0,38.0
Kings,07/04/20,46.0,2.0,48.0,199.0,6.0,2.0,2.0
Mono,07/04/20,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Riverside,07/04/20,485.0,115.0,600.0,4070.0,123.0,17.0,120.0
Calaveras,07/04/20,0.0,1.0,1.0,50.0,0.0,0.0,11.0
Shasta,07/04/20,8.0,1.0,9.0,667.0,3.0,0.0,7.0
Lassen,07/04/20,1.0,0.0,1.0,65.0,0.0,0.0,nan
Plumas,07/04/20,0.0,0.0,0.0,45.0,0.0,0.0,nan
Amador,07/04/20,1.0,0.0,1.0,51.0,1.0,0.0,0.0
San Mateo,07/04/20,46.0,4.0,50.0,1057.0,16.0,0.0,63.0
Alameda,07/04/20,146.0,44.0,190.0,2968.0,44.0,8.0,137.0
Del Norte,07/04/20,1.0,0.0,1.0,51.0,0.0,0.0,0.0
Ventura,07/04/20,82.0,22.0,104.0,1549.0,30.0,5.0,50.0
Mariposa,07/04/20,0.0,0.0,0.0,30.0,0.0,0.0,nan
Yolo,07/04/20,9.0,0.0,9.0,186.0,2.0,0.0,1.0
Nevada,07/04/20,5.0,2.0,7.0,93.0,1.0,1.0,3.0
Lake,07/04/20,3.0,1.0,4.0,110.0,0.0,1.0,2.0
San Joaquin,07/04/20,155.0,39.0,194.0,1430.0,46.0,5.0,50.0
Solano,07/04/20,38.0,7.0,45.0,707.0,11.0,0.0,44.0
Merced,07/04/20,23.0,1.0,24.0,242.0,3.0,0.0,4.0
Santa Cruz,07/04/20,10.0,5.0,15.0,397.0,2.0,0.0,25.0
Imperial,07/04/20,87.0,4.0,91.0,298.0,19.0,0.0,16.0
Napa,07/04/20,6.0,1.0,7.0,397.0,4.0,0.0,0.0
Contra Costa,07/04/20,59.0,22.0,81.0,1562.0,25.0,4.0,135.0
Siskiyou,07/04/20,0.0,0.0,0.0,65.0,0.0,0.0,3.0
Tuolumne,07/04/20,1.0,0.0,1.0,151.0,0.0,0.0,6.0
San Benito,07/04/20,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Sacramento,07/04/20,142.0,25.0,167.0,2465.0,42.0,8.0,87.0
Placer,07/04/20,19.0,27.0,46.0,753.0,3.0,1.0,37.0
Glenn,07/04/20,0.0,1.0,1.0,47.0,0.0,0.0,nan
San Bernardino,07/04/20,461.0,96.0,557.0,4834.0,158.0,16.0,117.0
Los Angeles,07/04/20,1921.0,653.0,2574.0,23943.0,540.0,84.0,1336.0
Marin,07/05/20,32.0,8.0,40.0,392.0,9.0,2.0,7.0
San Luis Obispo,07/05/20,10.0,7.0,17.0,451.0,3.0,2.0,41.0
Kings,07/05/20,45.0,2.0,47.0,199.0,7.0,1.0,5.0
Tehama,07/05/20,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Amador,07/05/20,1.0,0.0,1.0,51.0,1.0,0.0,0.0
Stanislaus,07/05/20,154.0,59.0,213.0,1367.0,46.0,4.0,88.0
Alameda,07/05/20,146.0,37.0,183.0,2968.0,48.0,10.0,134.0
San Mateo,07/05/20,45.0,8.0,53.0,1050.0,15.0,0.0,67.0
Yuba,07/05/20,14.0,2.0,16.0,445.0,6.0,1.0,6.0
Glenn,07/05/20,0.0,1.0,1.0,47.0,0.0,0.0,nan
Lassen,07/05/20,1.0,0.0,1.0,65.0,0.0,0.0,nan
Shasta,07/05/20,6.0,1.0,7.0,667.0,3.0,0.0,5.0
Siskiyou,07/05/20,0.0,1.0,1.0,65.0,0.0,0.0,5.0
Nevada,07/05/20,4.0,5.0,9.0,89.0,1.0,1.0,3.0
Riverside,07/05/20,498.0,116.0,614.0,4065.0,130.0,18.0,130.0
San Bernardino,07/05/20,484.0,81.0,565.0,4834.0,164.0,11.0,112.0
Sacramento,07/05/20,148.0,21.0,169.0,2428.0,41.0,5.0,89.0
Lake,07/05/20,3.0,1.0,4.0,110.0,0.0,0.0,2.0
Solano,07/05/20,39.0,8.0,47.0,707.0,11.0,1.0,40.0
Sonoma,07/05/20,20.0,10.0,30.0,862.0,6.0,3.0,52.0
Santa Clara,07/05/20,84.0,26.0,110.0,3438.0,33.0,2.0,198.0
Mariposa,07/05/20,0.0,0.0,0.0,30.0,0.0,0.0,nan
Tuolumne,07/05/20,0.0,0.0,0.0,151.0,0.0,0.0,2.0
San Joaquin,07/05/20,158.0,30.0,188.0,1430.0,39.0,2.0,45.0
El Dorado,07/05/20,2.0,0.0,2.0,235.0,2.0,0.0,7.0
Placer,07/05/20,22.0,19.0,41.0,753.0,4.0,4.0,35.0
Humboldt,07/05/20,1.0,1.0,2.0,352.0,1.0,0.0,2.0
Monterey,07/05/20,38.0,2.0,40.0,845.0,6.0,0.0,91.0
Santa Barbara,07/05/20,67.0,6.0,73.0,763.0,18.0,3.0,72.0
Orange,07/05/20,634.0,158.0,792.0,7401.0,203.0,23.0,418.0
Los Angeles,07/05/20,1969.0,676.0,2645.0,23936.0,527.0,102.0,1295.0
Santa Cruz,07/05/20,10.0,9.0,19.0,397.0,2.0,0.0,30.0
San Diego,07/05/20,374.0,67.0,441.0,6250.0,158.0,16.0,350.0
Imperial,07/05/20,89.0,4.0,93.0,298.0,20.0,0.0,15.0
Mendocino,07/05/20,0.0,0.0,0.0,180.0,0.0,0.0,2.0
Contra Costa,07/05/20,49.0,39.0,88.0,1579.0,21.0,7.0,150.0
Fresno,07/05/20,140.0,23.0,163.0,2090.0,39.0,1.0,81.0
Sutter,07/05/20,0.0,0.0,0.0,14.0,0.0,0.0,nan
Mono,07/05/20,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Trinity,07/05/20,0.0,0.0,0.0,54.0,0.0,0.0,nan
Colusa,07/05/20,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Inyo,07/05/20,0.0,1.0,1.0,42.0,0.0,1.0,3.0
San Benito,07/05/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Plumas,07/05/20,0.0,0.0,0.0,45.0,0.0,0.0,nan
Calaveras,07/05/20,0.0,2.0,2.0,50.0,0.0,1.0,10.0
Yolo,07/05/20,7.0,1.0,8.0,186.0,1.0,1.0,0.0
Kern,07/05/20,210.0,12.0,222.0,1832.0,64.0,0.0,74.0
Merced,07/05/20,24.0,0.0,24.0,242.0,4.0,0.0,3.0
Madera,07/05/20,17.0,4.0,21.0,528.0,3.0,1.0,18.0
Ventura,07/05/20,77.0,26.0,103.0,1549.0,26.0,7.0,39.0
Modoc,07/05/20,0.0,0.0,0.0,41.0,0.0,0.0,nan
Butte,07/05/20,10.0,0.0,10.0,408.0,6.0,0.0,1.0
San Francisco,07/05/20,73.0,11.0,84.0,2647.0,25.0,1.0,122.0
Tulare,07/05/20,78.0,2.0,80.0,835.0,9.0,0.0,17.0
Del Norte,07/05/20,1.0,0.0,1.0,51.0,0.0,0.0,2.0
Napa,07/05/20,6.0,1.0,7.0,397.0,4.0,0.0,5.0
San Joaquin,07/06/20,168.0,74.0,242.0,1430.0,43.0,4.0,46.0
Tulare,07/06/20,81.0,5.0,86.0,835.0,11.0,2.0,8.0
Modoc,07/06/20,0.0,0.0,0.0,41.0,0.0,0.0,nan
Siskiyou,07/06/20,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Santa Clara,07/06/20,88.0,16.0,104.0,3438.0,33.0,2.0,195.0
Mariposa,07/06/20,0.0,0.0,0.0,30.0,0.0,0.0,nan
Sacramento,07/06/20,157.0,15.0,172.0,2589.0,41.0,5.0,87.0
San Luis Obispo,07/06/20,11.0,2.0,13.0,453.0,3.0,2.0,40.0
Fresno,07/06/20,148.0,14.0,162.0,2094.0,31.0,1.0,89.0
Merced,07/06/20,22.0,2.0,24.0,242.0,5.0,1.0,4.0
Madera,07/06/20,26.0,6.0,32.0,528.0,4.0,0.0,22.0
Monterey,07/06/20,35.0,2.0,37.0,845.0,9.0,0.0,84.0
Shasta,07/06/20,5.0,1.0,6.0,671.0,3.0,0.0,9.0
Ventura,07/06/20,92.0,28.0,120.0,1549.0,30.0,8.0,47.0
Lassen,07/06/20,1.0,0.0,1.0,65.0,0.0,0.0,nan
Tuolumne,07/06/20,1.0,0.0,1.0,151.0,0.0,0.0,3.0
Yolo,07/06/20,9.0,0.0,9.0,186.0,2.0,0.0,0.0
Stanislaus,07/06/20,160.0,46.0,206.0,1372.0,41.0,5.0,99.0
Amador,07/06/20,1.0,0.0,1.0,51.0,1.0,0.0,2.0
Glenn,07/06/20,0.0,1.0,1.0,47.0,0.0,0.0,nan
Alameda,07/06/20,142.0,45.0,187.0,2968.0,50.0,10.0,132.0
Orange,07/06/20,659.0,180.0,839.0,7416.0,224.0,26.0,406.0
Los Angeles,07/06/20,2004.0,666.0,2670.0,23927.0,529.0,103.0,1334.0
San Francisco,07/06/20,68.0,12.0,80.0,2647.0,27.0,1.0,120.0
Inyo,07/06/20,0.0,1.0,1.0,42.0,0.0,1.0,3.0
Mono,07/06/20,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Yuba,07/06/20,20.0,1.0,21.0,445.0,7.0,1.0,14.0
Butte,07/06/20,12.0,1.0,13.0,466.0,7.0,1.0,1.0
Santa Cruz,07/06/20,11.0,2.0,13.0,397.0,2.0,0.0,29.0
Marin,07/06/20,34.0,5.0,39.0,392.0,7.0,1.0,9.0
Del Norte,07/06/20,1.0,0.0,1.0,51.0,0.0,0.0,2.0
Solano,07/06/20,38.0,5.0,43.0,707.0,15.0,1.0,35.0
Sonoma,07/06/20,22.0,11.0,33.0,862.0,8.0,5.0,48.0
Imperial,07/06/20,89.0,2.0,91.0,298.0,20.0,0.0,18.0
Contra Costa,07/06/20,57.0,27.0,84.0,1579.0,22.0,8.0,143.0
Calaveras,07/06/20,0.0,3.0,3.0,50.0,0.0,2.0,8.0
El Dorado,07/06/20,2.0,0.0,2.0,235.0,2.0,0.0,5.0
Kings,07/06/20,49.0,3.0,52.0,199.0,7.0,1.0,0.0
Riverside,07/06/20,520.0,138.0,658.0,4110.0,130.0,16.0,124.0
Nevada,07/06/20,3.0,3.0,6.0,114.0,1.0,0.0,6.0
Colusa,07/06/20,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Trinity,07/06/20,0.0,0.0,0.0,54.0,0.0,0.0,nan
Tehama,07/06/20,0.0,0.0,0.0,106.0,0.0,0.0,1.0
Plumas,07/06/20,0.0,1.0,1.0,45.0,0.0,0.0,nan
San Mateo,07/06/20,48.0,7.0,55.0,1052.0,13.0,2.0,72.0
Sutter,07/06/20,0.0,0.0,0.0,14.0,0.0,0.0,nan
Humboldt,07/06/20,1.0,2.0,3.0,352.0,1.0,0.0,4.0
Lake,07/06/20,3.0,3.0,6.0,110.0,0.0,1.0,2.0
Mendocino,07/06/20,0.0,0.0,0.0,180.0,0.0,0.0,6.0
San Bernardino,07/06/20,501.0,73.0,574.0,4834.0,160.0,10.0,129.0
San Benito,07/06/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Diego,07/06/20,384.0,72.0,456.0,6614.0,159.0,16.0,339.0
Kern,07/06/20,211.0,12.0,223.0,1832.0,60.0,1.0,85.0
Napa,07/06/20,7.0,0.0,7.0,397.0,6.0,0.0,5.0
Santa Barbara,07/06/20,72.0,8.0,80.0,763.0,21.0,2.0,68.0
Placer,07/06/20,26.0,15.0,41.0,753.0,5.0,5.0,30.0
Tehama,07/07/20,0.0,0.0,0.0,106.0,0.0,0.0,2.0
Kings,07/07/20,52.0,2.0,54.0,199.0,7.0,0.0,7.0
Monterey,07/07/20,37.0,2.0,39.0,845.0,10.0,0.0,90.0
San Bernardino,07/07/20,511.0,68.0,579.0,4832.0,166.0,9.0,160.0
Riverside,07/07/20,508.0,143.0,651.0,4110.0,122.0,14.0,124.0
Inyo,07/07/20,0.0,1.0,1.0,42.0,0.0,1.0,3.0
Mono,07/07/20,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Orange,07/07/20,679.0,138.0,817.0,7416.0,234.0,17.0,401.0
Tuolumne,07/07/20,2.0,0.0,2.0,151.0,0.0,0.0,5.0
Stanislaus,07/07/20,166.0,49.0,215.0,1372.0,45.0,6.0,89.0
Placer,07/07/20,27.0,28.0,55.0,753.0,5.0,0.0,27.0
Sacramento,07/07/20,155.0,18.0,173.0,2875.0,46.0,3.0,79.0
Colusa,07/07/20,0.0,1.0,1.0,88.0,0.0,0.0,6.0
Nevada,07/07/20,1.0,1.0,2.0,82.0,1.0,0.0,6.0
San Benito,07/07/20,1.0,0.0,1.0,25.0,0.0,0.0,0.0
Trinity,07/07/20,0.0,0.0,0.0,54.0,0.0,0.0,nan
Kern,07/07/20,203.0,20.0,223.0,1832.0,56.0,2.0,86.0
Merced,07/07/20,21.0,2.0,23.0,242.0,4.0,1.0,4.0
Amador,07/07/20,1.0,1.0,2.0,51.0,1.0,0.0,3.0
San Luis Obispo,07/07/20,14.0,5.0,19.0,457.0,3.0,0.0,41.0
Mariposa,07/07/20,0.0,0.0,0.0,30.0,0.0,0.0,nan
Fresno,07/07/20,164.0,13.0,177.0,2090.0,38.0,0.0,71.0
Yolo,07/07/20,8.0,0.0,8.0,186.0,3.0,0.0,0.0
Calaveras,07/07/20,0.0,0.0,0.0,50.0,0.0,0.0,9.0
El Dorado,07/07/20,2.0,1.0,3.0,235.0,2.0,1.0,9.0
Napa,07/07/20,7.0,1.0,8.0,397.0,7.0,0.0,1.0
Tulare,07/07/20,78.0,7.0,85.0,835.0,10.0,1.0,17.0
Contra Costa,07/07/20,55.0,31.0,86.0,1579.0,19.0,7.0,142.0
Sutter,07/07/20,0.0,0.0,0.0,14.0,0.0,0.0,nan
Shasta,07/07/20,2.0,3.0,5.0,671.0,1.0,2.0,8.0
Glenn,07/07/20,0.0,1.0,1.0,47.0,0.0,0.0,nan
Marin,07/07/20,36.0,8.0,44.0,392.0,8.0,0.0,16.0
Santa Cruz,07/07/20,13.0,3.0,16.0,397.0,3.0,0.0,26.0
Ventura,07/07/20,87.0,29.0,116.0,1549.0,33.0,5.0,48.0
Madera,07/07/20,20.0,8.0,28.0,340.0,5.0,1.0,17.0
San Francisco,07/07/20,72.0,16.0,88.0,2647.0,25.0,1.0,107.0
Butte,07/07/20,14.0,1.0,15.0,466.0,6.0,1.0,3.0
Los Angeles,07/07/20,2037.0,792.0,2829.0,23880.0,522.0,108.0,1368.0
Santa Clara,07/07/20,98.0,16.0,114.0,3438.0,42.0,2.0,172.0
Imperial,07/07/20,93.0,0.0,93.0,298.0,20.0,0.0,16.0
Sonoma,07/07/20,24.0,9.0,33.0,862.0,9.0,2.0,43.0
Mendocino,07/07/20,0.0,0.0,0.0,180.0,0.0,0.0,3.0
Humboldt,07/07/20,1.0,2.0,3.0,352.0,0.0,0.0,3.0
Modoc,07/07/20,0.0,0.0,0.0,41.0,0.0,0.0,nan
Lassen,07/07/20,0.0,0.0,0.0,65.0,0.0,0.0,nan
Plumas,07/07/20,0.0,1.0,1.0,45.0,0.0,0.0,nan
Siskiyou,07/07/20,0.0,0.0,0.0,65.0,0.0,0.0,6.0
San Mateo,07/07/20,53.0,7.0,60.0,1052.0,11.0,2.0,66.0
Alameda,07/07/20,145.0,45.0,190.0,2968.0,51.0,13.0,133.0
San Joaquin,07/07/20,168.0,41.0,209.0,1430.0,40.0,8.0,52.0
Del Norte,07/07/20,1.0,0.0,1.0,51.0,0.0,0.0,2.0
Lake,07/07/20,1.0,0.0,1.0,110.0,0.0,0.0,2.0
Solano,07/07/20,36.0,8.0,44.0,707.0,15.0,2.0,39.0
San Diego,07/07/20,406.0,73.0,479.0,6649.0,154.0,12.0,311.0
Santa Barbara,07/07/20,80.0,9.0,89.0,763.0,23.0,2.0,66.0
Yuba,07/07/20,21.0,1.0,22.0,445.0,6.0,0.0,17.0
Lake,07/08/20,1.0,2.0,3.0,110.0,0.0,1.0,0.0
Tulare,07/08/20,78.0,2.0,80.0,835.0,9.0,1.0,22.0
San Bernardino,07/08/20,505.0,94.0,599.0,4838.0,148.0,5.0,162.0
Trinity,07/08/20,0.0,0.0,0.0,54.0,0.0,0.0,nan
Tuolumne,07/08/20,2.0,1.0,3.0,151.0,0.0,0.0,4.0
Kings,07/08/20,51.0,1.0,52.0,199.0,6.0,0.0,0.0
Stanislaus,07/08/20,170.0,45.0,215.0,1372.0,50.0,5.0,81.0
San Francisco,07/08/20,73.0,15.0,88.0,2647.0,25.0,3.0,110.0
Humboldt,07/08/20,0.0,0.0,0.0,352.0,0.0,0.0,6.0
Imperial,07/08/20,84.0,1.0,85.0,298.0,18.0,0.0,4.0
Colusa,07/08/20,0.0,1.0,1.0,88.0,0.0,0.0,6.0
Los Angeles,07/08/20,1995.0,822.0,2817.0,23875.0,524.0,101.0,1311.0
Plumas,07/08/20,0.0,0.0,0.0,45.0,0.0,0.0,nan
Orange,07/08/20,691.0,124.0,815.0,7416.0,236.0,17.0,373.0
Riverside,07/08/20,515.0,149.0,664.0,4104.0,117.0,10.0,121.0
Solano,07/08/20,37.0,8.0,45.0,707.0,10.0,4.0,42.0
Contra Costa,07/08/20,68.0,39.0,107.0,1579.0,20.0,7.0,136.0
San Joaquin,07/08/20,186.0,58.0,244.0,1430.0,45.0,9.0,49.0
Mendocino,07/08/20,0.0,0.0,0.0,180.0,0.0,0.0,3.0
Amador,07/08/20,1.0,0.0,1.0,51.0,1.0,0.0,3.0
Napa,07/08/20,8.0,0.0,8.0,397.0,5.0,0.0,2.0
San Mateo,07/08/20,51.0,9.0,60.0,1050.0,14.0,1.0,64.0
Placer,07/08/20,28.0,28.0,56.0,753.0,6.0,1.0,26.0
Ventura,07/08/20,85.0,26.0,111.0,1549.0,32.0,5.0,44.0
Alameda,07/08/20,140.0,48.0,188.0,2968.0,55.0,8.0,127.0
Sonoma,07/08/20,24.0,11.0,35.0,862.0,6.0,1.0,50.0
Shasta,07/08/20,6.0,1.0,7.0,671.0,3.0,0.0,10.0
Butte,07/08/20,13.0,1.0,14.0,492.0,7.0,0.0,5.0
Merced,07/08/20,19.0,3.0,22.0,242.0,3.0,0.0,2.0
Glenn,07/08/20,0.0,1.0,1.0,47.0,0.0,0.0,nan
El Dorado,07/08/20,3.0,0.0,3.0,235.0,3.0,0.0,6.0
Santa Barbara,07/08/20,75.0,11.0,86.0,763.0,23.0,1.0,52.0
Santa Cruz,07/08/20,13.0,5.0,18.0,397.0,3.0,0.0,30.0
Yuba,07/08/20,20.0,0.0,20.0,445.0,5.0,0.0,16.0
Kern,07/08/20,215.0,12.0,227.0,1832.0,58.0,0.0,81.0
Marin,07/08/20,33.0,10.0,43.0,392.0,8.0,1.0,15.0
Modoc,07/08/20,0.0,0.0,0.0,41.0,0.0,0.0,nan
Santa Clara,07/08/20,107.0,18.0,125.0,3438.0,48.0,3.0,192.0
Calaveras,07/08/20,0.0,0.0,0.0,50.0,0.0,0.0,9.0
Siskiyou,07/08/20,0.0,0.0,0.0,65.0,0.0,0.0,6.0
Sacramento,07/08/20,152.0,25.0,177.0,2913.0,43.0,3.0,79.0
Inyo,07/08/20,0.0,1.0,1.0,42.0,0.0,1.0,2.0
Yolo,07/08/20,11.0,0.0,11.0,186.0,6.0,0.0,4.0
Del Norte,07/08/20,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Sutter,07/08/20,0.0,0.0,0.0,14.0,0.0,0.0,nan
Madera,07/08/20,27.0,6.0,33.0,340.0,5.0,0.0,20.0
San Benito,07/08/20,2.0,0.0,2.0,25.0,0.0,0.0,0.0
Nevada,07/08/20,1.0,1.0,2.0,101.0,1.0,0.0,6.0
San Diego,07/08/20,407.0,76.0,483.0,6682.0,157.0,14.0,305.0
Monterey,07/08/20,43.0,1.0,44.0,845.0,9.0,0.0,89.0
Fresno,07/08/20,172.0,34.0,206.0,2098.0,40.0,3.0,74.0
San Luis Obispo,07/08/20,14.0,4.0,18.0,460.0,3.0,0.0,39.0
Mono,07/08/20,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Mariposa,07/08/20,0.0,0.0,0.0,30.0,0.0,0.0,nan
Tehama,07/08/20,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Lassen,07/08/20,0.0,1.0,1.0,65.0,0.0,0.0,nan
Riverside,07/09/20,528.0,162.0,690.0,4104.0,116.0,15.0,129.0
Siskiyou,07/09/20,0.0,0.0,0.0,65.0,0.0,0.0,5.0
Nevada,07/09/20,1.0,2.0,3.0,91.0,1.0,0.0,3.0
Humboldt,07/09/20,0.0,1.0,1.0,352.0,0.0,0.0,16.0
San Diego,07/09/20,404.0,85.0,489.0,6675.0,151.0,16.0,309.0
Marin,07/09/20,32.0,6.0,38.0,392.0,9.0,0.0,20.0
Madera,07/09/20,23.0,7.0,30.0,340.0,4.0,0.0,18.0
Mono,07/09/20,0.0,0.0,0.0,40.0,0.0,0.0,2.0
Modoc,07/09/20,0.0,0.0,0.0,41.0,0.0,0.0,nan
San Joaquin,07/09/20,189.0,55.0,244.0,1430.0,49.0,6.0,41.0
Ventura,07/09/20,81.0,22.0,103.0,1549.0,30.0,6.0,48.0
Contra Costa,07/09/20,77.0,35.0,112.0,1579.0,24.0,4.0,140.0
Colusa,07/09/20,0.0,0.0,0.0,88.0,0.0,0.0,6.0
Alameda,07/09/20,133.0,52.0,185.0,2968.0,53.0,13.0,128.0
Santa Clara,07/09/20,112.0,23.0,135.0,3438.0,45.0,4.0,193.0
Shasta,07/09/20,5.0,1.0,6.0,671.0,3.0,0.0,10.0
Santa Barbara,07/09/20,73.0,9.0,82.0,763.0,25.0,2.0,53.0
San Mateo,07/09/20,47.0,11.0,58.0,1053.0,14.0,1.0,65.0
Tuolumne,07/09/20,0.0,0.0,0.0,151.0,0.0,0.0,4.0
Trinity,07/09/20,0.0,0.0,0.0,54.0,0.0,0.0,nan
Monterey,07/09/20,46.0,1.0,47.0,845.0,9.0,0.0,93.0
Kern,07/09/20,217.0,10.0,227.0,1822.0,61.0,1.0,83.0
Solano,07/09/20,39.0,8.0,47.0,707.0,11.0,3.0,45.0
Los Angeles,07/09/20,2032.0,817.0,2849.0,23906.0,548.0,107.0,1368.0
Sonoma,07/09/20,25.0,5.0,30.0,862.0,4.0,0.0,53.0
Tehama,07/09/20,0.0,0.0,0.0,106.0,0.0,0.0,4.0
Kings,07/09/20,56.0,1.0,57.0,199.0,6.0,0.0,2.0
El Dorado,07/09/20,3.0,0.0,3.0,235.0,0.0,0.0,9.0
Inyo,07/09/20,0.0,1.0,1.0,42.0,0.0,1.0,2.0
Glenn,07/09/20,0.0,0.0,0.0,47.0,0.0,0.0,nan
Santa Cruz,07/09/20,13.0,3.0,16.0,397.0,3.0,0.0,18.0
San Bernardino,07/09/20,522.0,78.0,600.0,4838.0,160.0,6.0,165.0
Stanislaus,07/09/20,167.0,61.0,228.0,1372.0,52.0,4.0,74.0
